VDS	ID	IREF	VGB
4.35119e+00	9.45133e-08	1.65284e-07	9.68671e-01
4.36112e+00	9.45483e-08	1.65286e-07	9.68656e-01
4.37104e+00	9.45408e-08	1.65284e-07	9.68644e-01
4.38099e+00	9.45520e-08	1.65282e-07	9.68654e-01
4.39127e+00	9.45373e-08	1.65280e-07	9.68663e-01
4.40124e+00	9.45462e-08	1.65277e-07	9.68651e-01
4.41113e+00	9.45386e-08	1.65276e-07	9.68669e-01
4.42108e+00	9.45636e-08	1.65280e-07	9.68649e-01
4.43102e+00	9.45510e-08	1.65283e-07	9.68642e-01
4.44125e+00	9.45887e-08	1.65282e-07	9.68664e-01
4.45121e+00	9.46068e-08	1.65283e-07	9.68666e-01
4.46114e+00	9.45683e-08	1.65283e-07	9.68660e-01
4.47110e+00	9.45579e-08	1.65283e-07	9.68651e-01
4.48103e+00	9.46165e-08	1.65284e-07	9.68667e-01
4.49124e+00	9.46039e-08	1.65284e-07	9.68663e-01
4.50120e+00	9.46190e-08	1.65279e-07	9.68678e-01
4.51114e+00	9.46195e-08	1.65279e-07	9.68664e-01
4.52110e+00	9.46329e-08	1.65277e-07	9.68643e-01
4.53101e+00	9.46457e-08	1.65276e-07	9.68669e-01
4.54126e+00	9.46777e-08	1.65278e-07	9.68684e-01
4.55120e+00	9.46450e-08	1.65274e-07	9.68681e-01
4.56116e+00	9.46690e-08	1.65280e-07	9.68659e-01
4.57106e+00	9.46599e-08	1.65281e-07	9.68676e-01
4.58101e+00	9.46679e-08	1.65286e-07	9.68674e-01
4.59130e+00	9.46377e-08	1.65286e-07	9.68660e-01
4.60124e+00	9.46328e-08	1.65282e-07	9.68682e-01
4.61118e+00	9.46476e-08	1.65288e-07	9.68664e-01
4.62111e+00	9.46286e-08	1.65285e-07	9.68645e-01
4.63105e+00	9.46436e-08	1.65285e-07	9.68682e-01
4.64133e+00	9.46700e-08	1.65287e-07	9.68661e-01
4.65125e+00	9.46848e-08	1.65287e-07	9.68667e-01
4.66116e+00	9.46810e-08	1.65287e-07	9.68679e-01
4.67111e+00	9.46910e-08	1.65285e-07	9.68682e-01
4.68136e+00	9.47149e-08	1.65289e-07	9.68684e-01
4.69131e+00	9.47193e-08	1.65289e-07	9.68681e-01
4.70124e+00	9.47487e-08	1.65290e-07	9.68691e-01
4.71116e+00	9.47472e-08	1.65293e-07	9.68666e-01
4.72111e+00	9.47643e-08	1.65290e-07	9.68664e-01
4.73139e+00	9.47378e-08	1.65293e-07	9.68670e-01
4.74130e+00	9.47241e-08	1.65292e-07	9.68642e-01
4.75127e+00	9.47446e-08	1.65293e-07	9.68643e-01
4.76118e+00	9.47510e-08	1.65291e-07	9.68651e-01
4.77114e+00	9.47388e-08	1.65294e-07	9.68662e-01
4.78142e+00	9.47737e-08	1.65293e-07	9.68683e-01
4.79132e+00	9.47975e-08	1.65296e-07	9.68673e-01
4.80124e+00	9.47968e-08	1.65296e-07	9.68671e-01
4.81119e+00	9.47773e-08	1.65297e-07	9.68672e-01
4.82111e+00	9.47866e-08	1.65298e-07	9.68666e-01
4.83137e+00	9.48051e-08	1.65297e-07	9.68660e-01
4.84133e+00	9.48349e-08	1.65300e-07	9.68678e-01
4.85126e+00	9.48123e-08	1.65299e-07	9.68652e-01
4.86119e+00	9.48325e-08	1.65300e-07	9.68660e-01
4.87113e+00	9.48111e-08	1.65295e-07	9.68680e-01
4.88136e+00	9.48439e-08	1.65297e-07	9.68660e-01
4.89130e+00	9.47928e-08	1.65296e-07	9.68660e-01
4.90125e+00	9.47838e-08	1.65297e-07	9.68643e-01
4.91117e+00	9.48076e-08	1.65299e-07	9.68652e-01
4.92112e+00	9.48109e-08	1.65295e-07	9.68643e-01
4.93139e+00	9.48264e-08	1.65297e-07	9.68648e-01
4.94132e+00	9.48379e-08	1.65297e-07	9.68650e-01
4.95125e+00	9.47951e-08	1.65295e-07	9.68667e-01
4.96117e+00	9.48369e-08	1.65298e-07	9.68643e-01
4.97109e+00	9.48532e-08	1.65298e-07	9.68643e-01
4.98138e+00	9.48334e-08	1.65297e-07	9.68642e-01
4.99132e+00	9.48481e-08	1.65291e-07	9.68643e-01
5.00124e+00	9.48524e-08	1.65295e-07	9.68653e-01
9.65595e-05	-3.84926e-08	1.65272e-05	1.36000e+00
9.95409e-03	1.89056e-06	1.65271e-05	1.36008e+00
2.00797e-02	3.56505e-06	1.65272e-05	1.36013e+00
3.00842e-02	5.00635e-06	1.65274e-05	1.36016e+00
4.00849e-02	6.23715e-06	1.65269e-05	1.36018e+00
5.00847e-02	7.27926e-06	1.65270e-05	1.36022e+00
6.00874e-02	8.14632e-06	1.65269e-05	1.36023e+00
7.00930e-02	8.86144e-06	1.65267e-05	1.36024e+00
8.00905e-02	9.44390e-06	1.65264e-05	1.36024e+00
9.00893e-02	9.91337e-06	1.65264e-05	1.36026e+00
1.00090e-01	1.02866e-05	1.65262e-05	1.36028e+00
1.10098e-01	1.05837e-05	1.65264e-05	1.36029e+00
1.20095e-01	1.08181e-05	1.65265e-05	1.36031e+00
1.30101e-01	1.10025e-05	1.65263e-05	1.36032e+00
1.40100e-01	1.11399e-05	1.65266e-05	1.36035e+00
1.50100e-01	1.12548e-05	1.65266e-05	1.36034e+00
1.60096e-01	1.13384e-05	1.65266e-05	1.36033e+00
1.70099e-01	1.14030e-05	1.65267e-05	1.36033e+00
1.80097e-01	1.14602e-05	1.65267e-05	1.36032e+00
1.90099e-01	1.14991e-05	1.65267e-05	1.36034e+00
2.00097e-01	1.15306e-05	1.65268e-05	1.36033e+00
2.10104e-01	1.15619e-05	1.65269e-05	1.36034e+00
2.20095e-01	1.15851e-05	1.65268e-05	1.36040e+00
2.30127e-01	1.16073e-05	1.65268e-05	1.36039e+00
2.40129e-01	1.16235e-05	1.65270e-05	1.36039e+00
2.50120e-01	1.16377e-05	1.65272e-05	1.36042e+00
2.60118e-01	1.16491e-05	1.65273e-05	1.36041e+00
2.70148e-01	1.16589e-05	1.65273e-05	1.36041e+00
2.80139e-01	1.16669e-05	1.65275e-05	1.36040e+00
2.90130e-01	1.16788e-05	1.65275e-05	1.36046e+00
3.00123e-01	1.16904e-05	1.65274e-05	1.36044e+00
3.10146e-01	1.16984e-05	1.65273e-05	1.36040e+00
3.20141e-01	1.17036e-05	1.65272e-05	1.36042e+00
3.30132e-01	1.17050e-05	1.65272e-05	1.36045e+00
3.40125e-01	1.17129e-05	1.65270e-05	1.36044e+00
3.50121e-01	1.17205e-05	1.65273e-05	1.36044e+00
3.60149e-01	1.17244e-05	1.65273e-05	1.36045e+00
3.70142e-01	1.17318e-05	1.65271e-05	1.36043e+00
3.80133e-01	1.17333e-05	1.65270e-05	1.36045e+00
3.90130e-01	1.17391e-05	1.65272e-05	1.36044e+00
4.00162e-01	1.17411e-05	1.65270e-05	1.36042e+00
4.10151e-01	1.17424e-05	1.65266e-05	1.36040e+00
4.20146e-01	1.17442e-05	1.65263e-05	1.36042e+00
4.30136e-01	1.17490e-05	1.65267e-05	1.36040e+00
4.40131e-01	1.17554e-05	1.65265e-05	1.36042e+00
4.50161e-01	1.17606e-05	1.65267e-05	1.36045e+00
4.60156e-01	1.17639e-05	1.65268e-05	1.36043e+00
4.70150e-01	1.17664e-05	1.65269e-05	1.36045e+00
4.80144e-01	1.17748e-05	1.65267e-05	1.36047e+00
4.90173e-01	1.17754e-05	1.65262e-05	1.36044e+00
5.00161e-01	1.17776e-05	1.65263e-05	1.36045e+00
5.10152e-01	1.17791e-05	1.65263e-05	1.36044e+00
5.20145e-01	1.17849e-05	1.65266e-05	1.36046e+00
5.30173e-01	1.17910e-05	1.65264e-05	1.36049e+00
5.40168e-01	1.17934e-05	1.65266e-05	1.36046e+00
5.50163e-01	1.17954e-05	1.65264e-05	1.36050e+00
5.60160e-01	1.18015e-05	1.65266e-05	1.36050e+00
5.70151e-01	1.18062e-05	1.65266e-05	1.36051e+00
5.80178e-01	1.18096e-05	1.65266e-05	1.36050e+00
5.90174e-01	1.18113e-05	1.65265e-05	1.36048e+00
6.00163e-01	1.18118e-05	1.65266e-05	1.36052e+00
6.10152e-01	1.18159e-05	1.65266e-05	1.36051e+00
6.20178e-01	1.18197e-05	1.65262e-05	1.36050e+00
6.30173e-01	1.18212e-05	1.65267e-05	1.36050e+00
6.40164e-01	1.18220e-05	1.65270e-05	1.36052e+00
6.50159e-01	1.18264e-05	1.65269e-05	1.36052e+00
6.60152e-01	1.18299e-05	1.65265e-05	1.36052e+00
6.70181e-01	1.18297e-05	1.65266e-05	1.36052e+00
6.80171e-01	1.18340e-05	1.65267e-05	1.36049e+00
6.90168e-01	1.18314e-05	1.65262e-05	1.36053e+00
7.00160e-01	1.18401e-05	1.65265e-05	1.36050e+00
7.10193e-01	1.18405e-05	1.65264e-05	1.36053e+00
7.20181e-01	1.18457e-05	1.65261e-05	1.36056e+00
7.30173e-01	1.18499e-05	1.65260e-05	1.36051e+00
7.40169e-01	1.18456e-05	1.65259e-05	1.36051e+00
7.50199e-01	1.18467e-05	1.65258e-05	1.36053e+00
7.60187e-01	1.18533e-05	1.65260e-05	1.36052e+00
7.70177e-01	1.18541e-05	1.65254e-05	1.36051e+00
7.80169e-01	1.18528e-05	1.65256e-05	1.36051e+00
7.90160e-01	1.18580e-05	1.65264e-05	1.36052e+00
8.00186e-01	1.18541e-05	1.65262e-05	1.36051e+00
8.10174e-01	1.18600e-05	1.65262e-05	1.36051e+00
8.20168e-01	1.18619e-05	1.65260e-05	1.36054e+00
8.30163e-01	1.18643e-05	1.65259e-05	1.36053e+00
8.40190e-01	1.18661e-05	1.65264e-05	1.36056e+00
8.50184e-01	1.18685e-05	1.65263e-05	1.36052e+00
8.60180e-01	1.18681e-05	1.65263e-05	1.36052e+00
8.70170e-01	1.18711e-05	1.65264e-05	1.36054e+00
8.80162e-01	1.18747e-05	1.65262e-05	1.36056e+00
8.90193e-01	1.18738e-05	1.65261e-05	1.36052e+00
9.00183e-01	1.18759e-05	1.65261e-05	1.36049e+00
9.10177e-01	1.18790e-05	1.65266e-05	1.36049e+00
9.20171e-01	1.18817e-05	1.65265e-05	1.36052e+00
9.30200e-01	1.18850e-05	1.65264e-05	1.36052e+00
9.40192e-01	1.18841e-05	1.65265e-05	1.36054e+00
9.50187e-01	1.18826e-05	1.65266e-05	1.36056e+00
9.60174e-01	1.18908e-05	1.65268e-05	1.36055e+00
9.70168e-01	1.18949e-05	1.65265e-05	1.36055e+00
9.80198e-01	1.18911e-05	1.65263e-05	1.36053e+00
9.90191e-01	1.18938e-05	1.65260e-05	1.36056e+00
1.00019e+00	1.18976e-05	1.65263e-05	1.36056e+00
1.01018e+00	1.18973e-05	1.65265e-05	1.36053e+00
1.02020e+00	1.18992e-05	1.65265e-05	1.36055e+00
1.03019e+00	1.19001e-05	1.65261e-05	1.36060e+00
1.04019e+00	1.19054e-05	1.65261e-05	1.36056e+00
1.05018e+00	1.19035e-05	1.65263e-05	1.36055e+00
1.06020e+00	1.19055e-05	1.65264e-05	1.36058e+00
1.07020e+00	1.19073e-05	1.65264e-05	1.36058e+00
1.08019e+00	1.19087e-05	1.65263e-05	1.36056e+00
1.09018e+00	1.19115e-05	1.65263e-05	1.36056e+00
1.10017e+00	1.19134e-05	1.65267e-05	1.36059e+00
1.11020e+00	1.19158e-05	1.65264e-05	1.36058e+00
1.12018e+00	1.19126e-05	1.65266e-05	1.36056e+00
1.13018e+00	1.19149e-05	1.65266e-05	1.36055e+00
1.14017e+00	1.19210e-05	1.65269e-05	1.36058e+00
1.15020e+00	1.19178e-05	1.65267e-05	1.36059e+00
1.16020e+00	1.19208e-05	1.65269e-05	1.36057e+00
1.17019e+00	1.19209e-05	1.65264e-05	1.36054e+00
1.18018e+00	1.19215e-05	1.65266e-05	1.36055e+00
1.19017e+00	1.19228e-05	1.65265e-05	1.36056e+00
1.20020e+00	1.19254e-05	1.65262e-05	1.36056e+00
1.21018e+00	1.19267e-05	1.65265e-05	1.36055e+00
1.22018e+00	1.19306e-05	1.65265e-05	1.36056e+00
1.23017e+00	1.19282e-05	1.65268e-05	1.36055e+00
1.24019e+00	1.19331e-05	1.65266e-05	1.36059e+00
1.25018e+00	1.19344e-05	1.65265e-05	1.36057e+00
1.26018e+00	1.19333e-05	1.65268e-05	1.36059e+00
1.27017e+00	1.19372e-05	1.65269e-05	1.36053e+00
1.28019e+00	1.19354e-05	1.65269e-05	1.36055e+00
1.29018e+00	1.19338e-05	1.65265e-05	1.36056e+00
1.30018e+00	1.19466e-05	1.65264e-05	1.36055e+00
1.31017e+00	1.19401e-05	1.65263e-05	1.36056e+00
1.32016e+00	1.19448e-05	1.65268e-05	1.36056e+00
1.33019e+00	1.19450e-05	1.65265e-05	1.36060e+00
1.34018e+00	1.19481e-05	1.65266e-05	1.36057e+00
1.35017e+00	1.19471e-05	1.65270e-05	1.36060e+00
1.36016e+00	1.19493e-05	1.65268e-05	1.36058e+00
1.37019e+00	1.19505e-05	1.65271e-05	1.36060e+00
1.38018e+00	1.19512e-05	1.65271e-05	1.36059e+00
1.39017e+00	1.19501e-05	1.65269e-05	1.36056e+00
1.40016e+00	1.19491e-05	1.65267e-05	1.36059e+00
1.41015e+00	1.19561e-05	1.65265e-05	1.36060e+00
1.42018e+00	1.19544e-05	1.65267e-05	1.36058e+00
1.43018e+00	1.19572e-05	1.65266e-05	1.36061e+00
1.44017e+00	1.19569e-05	1.65265e-05	1.36059e+00
1.45016e+00	1.19570e-05	1.65270e-05	1.36057e+00
1.46018e+00	1.19608e-05	1.65267e-05	1.36059e+00
1.47017e+00	1.19604e-05	1.65267e-05	1.36062e+00
1.48017e+00	1.19651e-05	1.65267e-05	1.36059e+00
1.49016e+00	1.19653e-05	1.65269e-05	1.36062e+00
1.50018e+00	1.19699e-05	1.65271e-05	1.36062e+00
1.51017e+00	1.19655e-05	1.65273e-05	1.36061e+00
1.52016e+00	1.19655e-05	1.65272e-05	1.36060e+00
1.53015e+00	1.19663e-05	1.65274e-05	1.36058e+00
1.54014e+00	1.19664e-05	1.65269e-05	1.36060e+00
1.55017e+00	1.19705e-05	1.65267e-05	1.36060e+00
1.56016e+00	1.19729e-05	1.65268e-05	1.36060e+00
1.57016e+00	1.19734e-05	1.65267e-05	1.36057e+00
1.58015e+00	1.19699e-05	1.65266e-05	1.36057e+00
1.59017e+00	1.19717e-05	1.65265e-05	1.36061e+00
1.60017e+00	1.19761e-05	1.65268e-05	1.36062e+00
1.61016e+00	1.19821e-05	1.65266e-05	1.36060e+00
1.62014e+00	1.19787e-05	1.65264e-05	1.36060e+00
1.63014e+00	1.19789e-05	1.65267e-05	1.36061e+00
1.64017e+00	1.19769e-05	1.65266e-05	1.36057e+00
1.65015e+00	1.19778e-05	1.65267e-05	1.36060e+00
1.66014e+00	1.19807e-05	1.65263e-05	1.36057e+00
1.67014e+00	1.19795e-05	1.65266e-05	1.36061e+00
1.68016e+00	1.19844e-05	1.65264e-05	1.36058e+00
1.69015e+00	1.19864e-05	1.65262e-05	1.36061e+00
1.70014e+00	1.19866e-05	1.65264e-05	1.36060e+00
1.71013e+00	1.19876e-05	1.65265e-05	1.36058e+00
1.72013e+00	1.19864e-05	1.65263e-05	1.36057e+00
1.73015e+00	1.19877e-05	1.65264e-05	1.36059e+00
1.74014e+00	1.19901e-05	1.65265e-05	1.36059e+00
1.75013e+00	1.19870e-05	1.65260e-05	1.36060e+00
1.76012e+00	1.19931e-05	1.65261e-05	1.36057e+00
1.77014e+00	1.19940e-05	1.65261e-05	1.36057e+00
1.78013e+00	1.19912e-05	1.65260e-05	1.36058e+00
1.79012e+00	1.19898e-05	1.65264e-05	1.36058e+00
1.80011e+00	1.19930e-05	1.65266e-05	1.36058e+00
1.81014e+00	1.20012e-05	1.65266e-05	1.36059e+00
1.82013e+00	1.19981e-05	1.65269e-05	1.36061e+00
1.83012e+00	1.20021e-05	1.65266e-05	1.36060e+00
1.84011e+00	1.20005e-05	1.65266e-05	1.36060e+00
1.85011e+00	1.20020e-05	1.65266e-05	1.36059e+00
1.86013e+00	1.19988e-05	1.65260e-05	1.36061e+00
1.87013e+00	1.20016e-05	1.65260e-05	1.36061e+00
1.88012e+00	1.19993e-05	1.65263e-05	1.36059e+00
1.89011e+00	1.20031e-05	1.65265e-05	1.36062e+00
1.90014e+00	1.20037e-05	1.65269e-05	1.36059e+00
1.91012e+00	1.20062e-05	1.65273e-05	1.36059e+00
1.92012e+00	1.20060e-05	1.65269e-05	1.36059e+00
1.93011e+00	1.20083e-05	1.65268e-05	1.36063e+00
1.94009e+00	1.20090e-05	1.65266e-05	1.36061e+00
1.95012e+00	1.20105e-05	1.65265e-05	1.36061e+00
1.96011e+00	1.20093e-05	1.65266e-05	1.36060e+00
1.97010e+00	1.20115e-05	1.65267e-05	1.36061e+00
1.98009e+00	1.20098e-05	1.65268e-05	1.36060e+00
1.99011e+00	1.20156e-05	1.65267e-05	1.36058e+00
2.00010e+00	1.20119e-05	1.65268e-05	1.36063e+00
2.01069e+00	1.20177e-05	1.65267e-05	1.36062e+00
2.02096e+00	1.20184e-05	1.65271e-05	1.36063e+00
2.03089e+00	1.20227e-05	1.65268e-05	1.36063e+00
2.04080e+00	1.20210e-05	1.65269e-05	1.36061e+00
2.05075e+00	1.20199e-05	1.65272e-05	1.36062e+00
2.06066e+00	1.20219e-05	1.65271e-05	1.36064e+00
2.07095e+00	1.20242e-05	1.65271e-05	1.36065e+00
2.08088e+00	1.20239e-05	1.65270e-05	1.36063e+00
2.09079e+00	1.20241e-05	1.65267e-05	1.36063e+00
2.10074e+00	1.20280e-05	1.65267e-05	1.36066e+00
2.11067e+00	1.20307e-05	1.65266e-05	1.36064e+00
2.12094e+00	1.20329e-05	1.65269e-05	1.36063e+00
2.13094e+00	1.20279e-05	1.65268e-05	1.36061e+00
2.14085e+00	1.20321e-05	1.65264e-05	1.36064e+00
2.15080e+00	1.20344e-05	1.65261e-05	1.36064e+00
2.16074e+00	1.20299e-05	1.65263e-05	1.36064e+00
2.17099e+00	1.20365e-05	1.65264e-05	1.36066e+00
2.18092e+00	1.20325e-05	1.65263e-05	1.36064e+00
2.19087e+00	1.20323e-05	1.65263e-05	1.36063e+00
2.20079e+00	1.20369e-05	1.65265e-05	1.36065e+00
2.21074e+00	1.20411e-05	1.65263e-05	1.36068e+00
2.22098e+00	1.20404e-05	1.65266e-05	1.36067e+00
2.23092e+00	1.20445e-05	1.65268e-05	1.36066e+00
2.24086e+00	1.20435e-05	1.65264e-05	1.36063e+00
2.25078e+00	1.20432e-05	1.65262e-05	1.36064e+00
2.26073e+00	1.20436e-05	1.65264e-05	1.36061e+00
2.27098e+00	1.20454e-05	1.65264e-05	1.36064e+00
2.28092e+00	1.20481e-05	1.65261e-05	1.36065e+00
2.29087e+00	1.20477e-05	1.65261e-05	1.36064e+00
2.30079e+00	1.20430e-05	1.65266e-05	1.36064e+00
2.31073e+00	1.20499e-05	1.65264e-05	1.36065e+00
2.32098e+00	1.20456e-05	1.65263e-05	1.36064e+00
2.33092e+00	1.20479e-05	1.65261e-05	1.36064e+00
2.34086e+00	1.20465e-05	1.65261e-05	1.36063e+00
2.35079e+00	1.20491e-05	1.65259e-05	1.36065e+00
2.36074e+00	1.20526e-05	1.65260e-05	1.36066e+00
2.37103e+00	1.20527e-05	1.65259e-05	1.36066e+00
2.38093e+00	1.20547e-05	1.65267e-05	1.36064e+00
2.39085e+00	1.20552e-05	1.65263e-05	1.36065e+00
2.40081e+00	1.20574e-05	1.65265e-05	1.36066e+00
2.41075e+00	1.20589e-05	1.65263e-05	1.36066e+00
2.42098e+00	1.20589e-05	1.65262e-05	1.36065e+00
2.43090e+00	1.20632e-05	1.65264e-05	1.36067e+00
2.44085e+00	1.20629e-05	1.65262e-05	1.36064e+00
2.45081e+00	1.20623e-05	1.65266e-05	1.36063e+00
2.46073e+00	1.20661e-05	1.65264e-05	1.36067e+00
2.47098e+00	1.20648e-05	1.65266e-05	1.36065e+00
2.48092e+00	1.20692e-05	1.65267e-05	1.36065e+00
2.49084e+00	1.20667e-05	1.65267e-05	1.36067e+00
2.50081e+00	1.20702e-05	1.65266e-05	1.36068e+00
2.51072e+00	1.20689e-05	1.65267e-05	1.36068e+00
2.52097e+00	1.20726e-05	1.65266e-05	1.36065e+00
2.53092e+00	1.20692e-05	1.65268e-05	1.36067e+00
2.54085e+00	1.20727e-05	1.65265e-05	1.36066e+00
2.55078e+00	1.20756e-05	1.65268e-05	1.36067e+00
2.56071e+00	1.20740e-05	1.65267e-05	1.36066e+00
2.57097e+00	1.20715e-05	1.65266e-05	1.36067e+00
2.58091e+00	1.20765e-05	1.65272e-05	1.36067e+00
2.59081e+00	1.20794e-05	1.65276e-05	1.36068e+00
2.60076e+00	1.20821e-05	1.65272e-05	1.36071e+00
2.61072e+00	1.20751e-05	1.65269e-05	1.36065e+00
2.62106e+00	1.20806e-05	1.65273e-05	1.36067e+00
2.63099e+00	1.20783e-05	1.65272e-05	1.36065e+00
2.64091e+00	1.20798e-05	1.65273e-05	1.36067e+00
2.65085e+00	1.20787e-05	1.65272e-05	1.36066e+00
2.66112e+00	1.20830e-05	1.65269e-05	1.36064e+00
2.67106e+00	1.20869e-05	1.65272e-05	1.36067e+00
2.68099e+00	1.20840e-05	1.65275e-05	1.36065e+00
2.69091e+00	1.20839e-05	1.65271e-05	1.36066e+00
2.70087e+00	1.20865e-05	1.65271e-05	1.36069e+00
2.71111e+00	1.20859e-05	1.65271e-05	1.36064e+00
2.72106e+00	1.20858e-05	1.65267e-05	1.36068e+00
2.73098e+00	1.20859e-05	1.65269e-05	1.36066e+00
2.74092e+00	1.20894e-05	1.65268e-05	1.36066e+00
2.75088e+00	1.20862e-05	1.65270e-05	1.36063e+00
2.76110e+00	1.20862e-05	1.65272e-05	1.36062e+00
2.77104e+00	1.20912e-05	1.65269e-05	1.36065e+00
2.78102e+00	1.20881e-05	1.65269e-05	1.36066e+00
2.79097e+00	1.20898e-05	1.65267e-05	1.36063e+00
2.80086e+00	1.20924e-05	1.65268e-05	1.36065e+00
2.81111e+00	1.20939e-05	1.65268e-05	1.36065e+00
2.82110e+00	1.20928e-05	1.65270e-05	1.36067e+00
2.83102e+00	1.20981e-05	1.65265e-05	1.36066e+00
2.84093e+00	1.20961e-05	1.65265e-05	1.36068e+00
2.85083e+00	1.20950e-05	1.65266e-05	1.36068e+00
2.86107e+00	1.20967e-05	1.65267e-05	1.36066e+00
2.87106e+00	1.21001e-05	1.65264e-05	1.36070e+00
2.88100e+00	1.21028e-05	1.65262e-05	1.36067e+00
2.89093e+00	1.21031e-05	1.65266e-05	1.36068e+00
2.90086e+00	1.21030e-05	1.65266e-05	1.36067e+00
2.91111e+00	1.21016e-05	1.65264e-05	1.36068e+00
2.92106e+00	1.21092e-05	1.65268e-05	1.36068e+00
2.93097e+00	1.21067e-05	1.65269e-05	1.36066e+00
2.94093e+00	1.21002e-05	1.65262e-05	1.36070e+00
2.95090e+00	1.21018e-05	1.65258e-05	1.36066e+00
2.96114e+00	1.21027e-05	1.65260e-05	1.36067e+00
2.97108e+00	1.21048e-05	1.65259e-05	1.36065e+00
2.98103e+00	1.21073e-05	1.65258e-05	1.36068e+00
2.99098e+00	1.21073e-05	1.65254e-05	1.36066e+00
3.00091e+00	1.21070e-05	1.65258e-05	1.36067e+00
3.01115e+00	1.21064e-05	1.65257e-05	1.36069e+00
3.02110e+00	1.21109e-05	1.65261e-05	1.36070e+00
3.03103e+00	1.21110e-05	1.65260e-05	1.36070e+00
3.04096e+00	1.21124e-05	1.65259e-05	1.36072e+00
3.05091e+00	1.21167e-05	1.65260e-05	1.36068e+00
3.06116e+00	1.21175e-05	1.65262e-05	1.36071e+00
3.07109e+00	1.21152e-05	1.65260e-05	1.36070e+00
3.08104e+00	1.21144e-05	1.65267e-05	1.36067e+00
3.09097e+00	1.21156e-05	1.65266e-05	1.36068e+00
3.10088e+00	1.21191e-05	1.65269e-05	1.36069e+00
3.11116e+00	1.21227e-05	1.65265e-05	1.36071e+00
3.12111e+00	1.21214e-05	1.65262e-05	1.36069e+00
3.13102e+00	1.21235e-05	1.65261e-05	1.36069e+00
3.14098e+00	1.21178e-05	1.65264e-05	1.36064e+00
3.15091e+00	1.21194e-05	1.65260e-05	1.36066e+00
3.16114e+00	1.21180e-05	1.65262e-05	1.36066e+00
3.17110e+00	1.21263e-05	1.65259e-05	1.36067e+00
3.18099e+00	1.21252e-05	1.65260e-05	1.36067e+00
3.19095e+00	1.21245e-05	1.65256e-05	1.36067e+00
3.20092e+00	1.21222e-05	1.65259e-05	1.36067e+00
3.21118e+00	1.21230e-05	1.65257e-05	1.36066e+00
3.22111e+00	1.21202e-05	1.65258e-05	1.36064e+00
3.23102e+00	1.21193e-05	1.65257e-05	1.36065e+00
3.24096e+00	1.21270e-05	1.65255e-05	1.36066e+00
3.25091e+00	1.21265e-05	1.65256e-05	1.36065e+00
3.26117e+00	1.21273e-05	1.65255e-05	1.36069e+00
3.27111e+00	1.21308e-05	1.65256e-05	1.36065e+00
3.28104e+00	1.21251e-05	1.65251e-05	1.36068e+00
3.29102e+00	1.21254e-05	1.65250e-05	1.36064e+00
3.30094e+00	1.21277e-05	1.65253e-05	1.36067e+00
3.31119e+00	1.21297e-05	1.65254e-05	1.36065e+00
3.32113e+00	1.21337e-05	1.65257e-05	1.36067e+00
3.33109e+00	1.21327e-05	1.65260e-05	1.36069e+00
3.34101e+00	1.21342e-05	1.65258e-05	1.36071e+00
3.35123e+00	1.21358e-05	1.65260e-05	1.36069e+00
3.36117e+00	1.21420e-05	1.65261e-05	1.36068e+00
3.37112e+00	1.21421e-05	1.65262e-05	1.36068e+00
3.38108e+00	1.21407e-05	1.65262e-05	1.36069e+00
3.39101e+00	1.21409e-05	1.65261e-05	1.36068e+00
3.40125e+00	1.21446e-05	1.65263e-05	1.36068e+00
3.41118e+00	1.21438e-05	1.65262e-05	1.36069e+00
3.42110e+00	1.21423e-05	1.65261e-05	1.36069e+00
3.43104e+00	1.21441e-05	1.65261e-05	1.36070e+00
3.44100e+00	1.21436e-05	1.65258e-05	1.36070e+00
3.45124e+00	1.21450e-05	1.65259e-05	1.36070e+00
3.46117e+00	1.21435e-05	1.65256e-05	1.36070e+00
3.47109e+00	1.21502e-05	1.65259e-05	1.36071e+00
3.48103e+00	1.21504e-05	1.65260e-05	1.36070e+00
3.49101e+00	1.21482e-05	1.65255e-05	1.36071e+00
3.50125e+00	1.21491e-05	1.65257e-05	1.36068e+00
3.51120e+00	1.21470e-05	1.65258e-05	1.36073e+00
3.52113e+00	1.21537e-05	1.65257e-05	1.36069e+00
3.53108e+00	1.21524e-05	1.65256e-05	1.36069e+00
3.54101e+00	1.21528e-05	1.65258e-05	1.36071e+00
3.55126e+00	1.21564e-05	1.65259e-05	1.36072e+00
3.56121e+00	1.21571e-05	1.65256e-05	1.36071e+00
3.57115e+00	1.21556e-05	1.65257e-05	1.36069e+00
3.58110e+00	1.21555e-05	1.65262e-05	1.36072e+00
3.59105e+00	1.21555e-05	1.65263e-05	1.36069e+00
3.60133e+00	1.21548e-05	1.65263e-05	1.36072e+00
3.61126e+00	1.21627e-05	1.65265e-05	1.36075e+00
3.62119e+00	1.21609e-05	1.65267e-05	1.36071e+00
3.63115e+00	1.21627e-05	1.65265e-05	1.36070e+00
3.64106e+00	1.21628e-05	1.65264e-05	1.36071e+00
3.65133e+00	1.21623e-05	1.65267e-05	1.36068e+00
3.66128e+00	1.21669e-05	1.65267e-05	1.36074e+00
3.67120e+00	1.21624e-05	1.65267e-05	1.36070e+00
3.68114e+00	1.21635e-05	1.65272e-05	1.36072e+00
3.69110e+00	1.21669e-05	1.65274e-05	1.36069e+00
3.70136e+00	1.21664e-05	1.65273e-05	1.36067e+00
