VDS	ID	IREF	VGB
3.89096e+00	9.42181e-08	1.65277e-07	9.68661e-01
3.90119e+00	9.42465e-08	1.65276e-07	9.68660e-01
3.91116e+00	9.42544e-08	1.65275e-07	9.68676e-01
3.92113e+00	9.42837e-08	1.65269e-07	9.68657e-01
3.93110e+00	9.42662e-08	1.65274e-07	9.68669e-01
3.94100e+00	9.42971e-08	1.65271e-07	9.68654e-01
3.95126e+00	9.42481e-08	1.65270e-07	9.68646e-01
3.96120e+00	9.42685e-08	1.65267e-07	9.68645e-01
3.97113e+00	9.43217e-08	1.65267e-07	9.68644e-01
3.98106e+00	9.42805e-08	1.65266e-07	9.68702e-01
3.99098e+00	9.42968e-08	1.65267e-07	9.68640e-01
4.00123e+00	9.42732e-08	1.65269e-07	9.68680e-01
4.01117e+00	9.43193e-08	1.65269e-07	9.68654e-01
4.02109e+00	9.43235e-08	1.65272e-07	9.68671e-01
4.03104e+00	9.43210e-08	1.65274e-07	9.68652e-01
4.04131e+00	9.43513e-08	1.65274e-07	9.68665e-01
4.05125e+00	9.43532e-08	1.65273e-07	9.68661e-01
4.06119e+00	9.43480e-08	1.65276e-07	9.68631e-01
4.07111e+00	9.43773e-08	1.65275e-07	9.68668e-01
4.08104e+00	9.43814e-08	1.65279e-07	9.68673e-01
4.09132e+00	9.43501e-08	1.65278e-07	9.68672e-01
4.10126e+00	9.43758e-08	1.65280e-07	9.68658e-01
4.11116e+00	9.43491e-08	1.65277e-07	9.68659e-01
4.12111e+00	9.43421e-08	1.65280e-07	9.68636e-01
4.13106e+00	9.44040e-08	1.65280e-07	9.68651e-01
4.14131e+00	9.43972e-08	1.65280e-07	9.68661e-01
4.15125e+00	9.44150e-08	1.65280e-07	9.68655e-01
4.16117e+00	9.44164e-08	1.65284e-07	9.68652e-01
4.17111e+00	9.44114e-08	1.65281e-07	9.68652e-01
4.18109e+00	9.44367e-08	1.65283e-07	9.68653e-01
4.19132e+00	9.44475e-08	1.65283e-07	9.68659e-01
4.20126e+00	9.44280e-08	1.65280e-07	9.68635e-01
4.21117e+00	9.44165e-08	1.65278e-07	9.68660e-01
4.22112e+00	9.44225e-08	1.65279e-07	9.68656e-01
4.23107e+00	9.44713e-08	1.65280e-07	9.68644e-01
4.24130e+00	9.44532e-08	1.65285e-07	9.68667e-01
4.25124e+00	9.44950e-08	1.65283e-07	9.68657e-01
4.26121e+00	9.44736e-08	1.65284e-07	9.68678e-01
4.27112e+00	9.44675e-08	1.65283e-07	9.68666e-01
4.28102e+00	9.44976e-08	1.65279e-07	9.68651e-01
4.29124e+00	9.44799e-08	1.65279e-07	9.68666e-01
4.30120e+00	9.45367e-08	1.65278e-07	9.68676e-01
4.31111e+00	9.45252e-08	1.65278e-07	9.68668e-01
4.32104e+00	9.44990e-08	1.65277e-07	9.68662e-01
4.33097e+00	9.45394e-08	1.65281e-07	9.68663e-01
4.34125e+00	9.45081e-08	1.65283e-07	9.68660e-01
