VSB	ID	VGB
1.35015e+00	2.47979e-12	3.00101e+00
1.36017e+00	2.43068e-12	3.00098e+00
1.37016e+00	2.37596e-12	3.00098e+00
1.38014e+00	2.33185e-12	3.00103e+00
1.39016e+00	2.32387e-12	3.00102e+00
1.40014e+00	2.29621e-12	3.00102e+00
1.41014e+00	2.27427e-12	3.00107e+00
1.42015e+00	2.22409e-12	3.00108e+00
1.43014e+00	2.22743e-12	3.00108e+00
1.44013e+00	2.23076e-12	3.00105e+00
1.45015e+00	2.20549e-12	3.00105e+00
1.46014e+00	2.18284e-12	3.00106e+00
1.47011e+00	2.15530e-12	3.00113e+00
1.48014e+00	2.12216e-12	3.00111e+00
1.49013e+00	2.10476e-12	3.00109e+00
1.50012e+00	2.08616e-12	3.00105e+00
1.51014e+00	2.06172e-12	3.00104e+00
1.52014e+00	2.06578e-12	3.00103e+00
1.53015e+00	2.04313e-12	3.00105e+00
1.54015e+00	1.99938e-12	3.00106e+00
1.55013e+00	2.00939e-12	3.00101e+00
1.56016e+00	1.96660e-12	3.00103e+00
1.57014e+00	1.95265e-12	3.00103e+00
1.58013e+00	1.94883e-12	3.00099e+00
1.59016e+00	1.91355e-12	3.00098e+00
1.60015e+00	1.88839e-12	3.00107e+00
1.61013e+00	1.89042e-12	3.00104e+00
1.62015e+00	1.84906e-12	3.00103e+00
1.63014e+00	1.83213e-12	3.00102e+00
1.64013e+00	1.79732e-12	3.00101e+00
1.65016e+00	1.79505e-12	3.00100e+00
1.66015e+00	1.78397e-12	3.00103e+00
1.67013e+00	1.76930e-12	3.00104e+00
1.68015e+00	1.75714e-12	3.00108e+00
1.69013e+00	1.73271e-12	3.00105e+00
1.70011e+00	1.73616e-12	3.00111e+00
1.71013e+00	1.70207e-12	3.00109e+00
1.72012e+00	1.68812e-12	3.00110e+00
1.73010e+00	1.68955e-12	3.00107e+00
1.74012e+00	1.68049e-12	3.00104e+00
1.75011e+00	1.65296e-12	3.00102e+00
1.76009e+00	1.63305e-12	3.00102e+00
1.77011e+00	1.61970e-12	3.00104e+00
1.78011e+00	1.60468e-12	3.00103e+00
1.79014e+00	1.58858e-12	3.00107e+00
1.80012e+00	1.54984e-12	3.00106e+00
1.81010e+00	1.54269e-12	3.00106e+00
1.82012e+00	1.51920e-12	3.00100e+00
1.83011e+00	1.50275e-12	3.00107e+00
1.84009e+00	1.50681e-12	3.00103e+00
1.85011e+00	1.48761e-12	3.00104e+00
1.86010e+00	1.46794e-12	3.00101e+00
1.87008e+00	1.45566e-12	3.00103e+00
1.88010e+00	1.41191e-12	3.00105e+00
1.89009e+00	1.38009e-12	3.00111e+00
1.90007e+00	1.39904e-12	3.00114e+00
1.91010e+00	1.36530e-12	3.00115e+00
1.92008e+00	1.34218e-12	3.00108e+00
1.93007e+00	1.32358e-12	3.00107e+00
1.94010e+00	1.31106e-12	3.00106e+00
1.95009e+00	1.29080e-12	3.00107e+00
1.96007e+00	1.27590e-12	3.00110e+00
1.97009e+00	1.25837e-12	3.00110e+00
1.98008e+00	1.21784e-12	3.00107e+00
1.99006e+00	1.21963e-12	3.00109e+00
2.00008e+00	1.21593e-12	3.00112e+00
2.01116e+00	1.16611e-12	3.00107e+00
2.02139e+00	1.16765e-12	3.00110e+00
2.03132e+00	1.14226e-12	3.00108e+00
2.04128e+00	1.12998e-12	3.00107e+00
2.05117e+00	1.12748e-12	3.00103e+00
2.06112e+00	1.12033e-12	3.00107e+00
2.07141e+00	1.08588e-12	3.00107e+00
2.08135e+00	1.08302e-12	3.00110e+00
2.09126e+00	1.02556e-12	3.00111e+00
2.10121e+00	1.02949e-12	3.00116e+00
2.11114e+00	1.02282e-12	3.00111e+00
2.12137e+00	1.01256e-12	3.00106e+00
2.13138e+00	9.73701e-13	3.00107e+00
2.14134e+00	9.60231e-13	3.00112e+00
2.15127e+00	9.64761e-13	3.00113e+00
2.16121e+00	9.42826e-13	3.00112e+00
2.17143e+00	9.05275e-13	3.00112e+00
2.18138e+00	9.22561e-13	3.00110e+00
2.19134e+00	9.00865e-13	3.00104e+00
2.20122e+00	8.87752e-13	3.00102e+00
2.21114e+00	8.54254e-13	3.00104e+00
2.22139e+00	8.36849e-13	3.00105e+00
2.23137e+00	8.10742e-13	3.00102e+00
2.24133e+00	8.23259e-13	3.00104e+00
2.25127e+00	7.61747e-13	3.00101e+00
2.26121e+00	7.51972e-13	3.00100e+00
2.27150e+00	7.59721e-13	3.00100e+00
2.28142e+00	7.27654e-13	3.00101e+00
2.29127e+00	7.00116e-13	3.00103e+00
2.30122e+00	6.94513e-13	3.00105e+00
2.31121e+00	6.91414e-13	3.00102e+00
2.32147e+00	6.77824e-13	3.00104e+00
2.33143e+00	6.50525e-13	3.00102e+00
2.34135e+00	6.42180e-13	3.00100e+00
2.35127e+00	6.25253e-13	3.00107e+00
2.36120e+00	5.80311e-13	3.00101e+00
2.37148e+00	5.84841e-13	3.00102e+00
2.38141e+00	5.59926e-13	3.00101e+00
2.39134e+00	5.46575e-13	3.00100e+00
2.40130e+00	5.40972e-13	3.00099e+00
2.41123e+00	5.33223e-13	3.00101e+00
2.42147e+00	4.91738e-13	3.00111e+00
2.43136e+00	4.93526e-13	3.00115e+00
2.44132e+00	4.55260e-13	3.00104e+00
2.45129e+00	4.64320e-13	3.00103e+00
2.46118e+00	4.28796e-13	3.00099e+00
2.47118e+00	4.23193e-13	3.00099e+00
2.48142e+00	4.29273e-13	3.00096e+00
2.49133e+00	3.93510e-13	3.00095e+00
2.50126e+00	3.85523e-13	3.00096e+00
2.51111e+00	3.80516e-13	3.00098e+00
2.52112e+00	3.37601e-13	3.00100e+00
2.53141e+00	3.31521e-13	3.00102e+00
2.54136e+00	3.15428e-13	3.00102e+00
2.55133e+00	3.00527e-13	3.00107e+00
2.56121e+00	2.79307e-13	3.00110e+00
2.57116e+00	2.65598e-13	3.00105e+00
2.58148e+00	2.46525e-13	3.00103e+00
2.59134e+00	2.22325e-13	3.00104e+00
2.60123e+00	2.08855e-13	3.00101e+00
2.61120e+00	1.91212e-13	3.00108e+00
2.62124e+00	1.98841e-13	3.00111e+00
2.63142e+00	1.71423e-13	3.00116e+00
2.64135e+00	1.52946e-13	3.00115e+00
2.65131e+00	1.53542e-13	3.00111e+00
2.66125e+00	1.38760e-13	3.00113e+00
2.67117e+00	1.38044e-13	3.00114e+00
2.68139e+00	1.06096e-13	3.00112e+00
2.69141e+00	9.02414e-14	3.00111e+00
2.70139e+00	8.83341e-14	3.00109e+00
2.71132e+00	3.56436e-14	3.00110e+00
2.72118e+00	2.39611e-14	3.00109e+00
2.73144e+00	2.19345e-14	3.00106e+00
2.74139e+00	7.74860e-15	3.00109e+00
2.75136e+00	-6.19888e-15	3.00108e+00
2.76135e+00	-2.59876e-14	3.00105e+00
2.77129e+00	-1.65701e-14	3.00104e+00
2.78147e+00	-4.82798e-14	3.00106e+00
2.79145e+00	-5.62668e-14	3.00106e+00
2.80139e+00	-8.09431e-14	3.00100e+00
2.81123e+00	-9.71556e-14	3.00102e+00
2.82118e+00	-1.18256e-13	3.00102e+00
2.83142e+00	-1.25647e-13	3.00095e+00
2.84133e+00	-1.42932e-13	3.00096e+00
2.85132e+00	-1.64866e-13	3.00096e+00
2.86123e+00	-1.70588e-13	3.00095e+00
2.87123e+00	-1.77145e-13	3.00097e+00
2.88146e+00	-2.15054e-13	3.00097e+00
2.89134e+00	-2.17795e-13	3.00105e+00
2.90127e+00	-2.40207e-13	3.00102e+00
2.91125e+00	-2.53677e-13	3.00098e+00
2.92120e+00	-2.69651e-13	3.00096e+00
2.93139e+00	-3.12686e-13	3.00100e+00
2.94132e+00	-3.34144e-13	3.00103e+00
2.95132e+00	-3.64065e-13	3.00102e+00
2.96129e+00	-4.06265e-13	3.00102e+00
2.97123e+00	-4.65035e-13	3.00111e+00
2.98153e+00	-5.35130e-13	3.00109e+00
2.99146e+00	-6.29425e-13	3.00104e+00
3.00138e+00	-7.14779e-13	3.00105e+00
