VSB	ID	VGB
7.70144e-01	5.70676e-04	4.00131e+00
7.80169e-01	5.54189e-04	4.00130e+00
7.90154e-01	5.37945e-04	4.00131e+00
8.00140e-01	5.22021e-04	4.00127e+00
8.10164e-01	5.06243e-04	4.00128e+00
8.20153e-01	4.90739e-04	4.00128e+00
8.30143e-01	4.75407e-04	4.00127e+00
8.40166e-01	4.60282e-04	4.00126e+00
8.50152e-01	4.45400e-04	4.00126e+00
8.60144e-01	4.30811e-04	4.00127e+00
8.70165e-01	4.16353e-04	4.00123e+00
8.80152e-01	4.02162e-04	4.00124e+00
8.90141e-01	3.88249e-04	4.00125e+00
9.00162e-01	3.74503e-04	4.00126e+00
9.10155e-01	3.61046e-04	4.00127e+00
9.20139e-01	3.47838e-04	4.00123e+00
9.30165e-01	3.34786e-04	4.00127e+00
9.40154e-01	3.21970e-04	4.00128e+00
9.50144e-01	3.09484e-04	4.00130e+00
9.60170e-01	2.97147e-04	4.00129e+00
9.70157e-01	2.85097e-04	4.00130e+00
9.80145e-01	2.73339e-04	4.00128e+00
9.90164e-01	2.61739e-04	4.00127e+00
1.00015e+00	2.50434e-04	4.00131e+00
1.01014e+00	2.39327e-04	4.00133e+00
1.02016e+00	2.28465e-04	4.00131e+00
1.03015e+00	2.17887e-04	4.00131e+00
1.04017e+00	2.07488e-04	4.00130e+00
1.05016e+00	1.97410e-04	4.00130e+00
1.06015e+00	1.87580e-04	4.00130e+00
1.07017e+00	1.77955e-04	4.00131e+00
1.08016e+00	1.68623e-04	4.00130e+00
1.09014e+00	1.59532e-04	4.00130e+00
1.10017e+00	1.50693e-04	4.00129e+00
1.11015e+00	1.42109e-04	4.00129e+00
1.12014e+00	1.33774e-04	4.00128e+00
1.13017e+00	1.25699e-04	4.00129e+00
1.14015e+00	1.17886e-04	4.00127e+00
1.15014e+00	1.10351e-04	4.00129e+00
1.16016e+00	1.03050e-04	4.00128e+00
1.17015e+00	9.60484e-05	4.00128e+00
1.18014e+00	8.93004e-05	4.00129e+00
1.19016e+00	8.27608e-05	4.00128e+00
1.20015e+00	7.65264e-05	4.00128e+00
1.21014e+00	7.05570e-05	4.00130e+00
1.22016e+00	6.48324e-05	4.00131e+00
1.23014e+00	5.93916e-05	4.00130e+00
1.24013e+00	5.41998e-05	4.00131e+00
1.25016e+00	4.92533e-05	4.00129e+00
1.26014e+00	4.46053e-05	4.00130e+00
1.27013e+00	4.02030e-05	4.00127e+00
1.28015e+00	3.60554e-05	4.00127e+00
1.29014e+00	3.21793e-05	4.00127e+00
1.30016e+00	2.85542e-05	4.00129e+00
1.31015e+00	2.51917e-05	4.00130e+00
1.32014e+00	2.20736e-05	4.00129e+00
1.33016e+00	1.91926e-05	4.00127e+00
1.34015e+00	1.65864e-05	4.00128e+00
1.35014e+00	1.41991e-05	4.00126e+00
1.36016e+00	1.20493e-05	4.00127e+00
1.37015e+00	1.01331e-05	4.00126e+00
1.38014e+00	8.43821e-06	4.00125e+00
1.39016e+00	6.94390e-06	4.00127e+00
1.40014e+00	5.65139e-06	4.00128e+00
1.41013e+00	4.54188e-06	4.00130e+00
1.42015e+00	3.60419e-06	4.00131e+00
1.43014e+00	2.82434e-06	4.00131e+00
1.44013e+00	2.18176e-06	4.00131e+00
1.45016e+00	1.66242e-06	4.00133e+00
1.46014e+00	1.24994e-06	4.00131e+00
1.47012e+00	9.30036e-07	4.00134e+00
1.48015e+00	6.83164e-07	4.00132e+00
1.49013e+00	4.96465e-07	4.00131e+00
1.50012e+00	3.58082e-07	4.00132e+00
1.51014e+00	2.55491e-07	4.00132e+00
1.52013e+00	1.81507e-07	4.00131e+00
1.53015e+00	1.27843e-07	4.00131e+00
1.54014e+00	8.99438e-08	4.00130e+00
1.55012e+00	6.28303e-08	4.00133e+00
1.56015e+00	4.37012e-08	4.00132e+00
1.57014e+00	3.03290e-08	4.00131e+00
1.58013e+00	2.09931e-08	4.00132e+00
1.59015e+00	1.44848e-08	4.00131e+00
1.60014e+00	1.00104e-08	4.00132e+00
1.61012e+00	6.90335e-09	4.00133e+00
1.62014e+00	4.74913e-09	4.00131e+00
1.63013e+00	3.26574e-09	4.00133e+00
1.64011e+00	2.24292e-09	4.00133e+00
1.65014e+00	1.53826e-09	4.00133e+00
1.66013e+00	1.05839e-09	4.00133e+00
1.67012e+00	7.28410e-10	4.00134e+00
1.68014e+00	4.99681e-10	4.00133e+00
1.69012e+00	3.42656e-10	4.00133e+00
1.70011e+00	2.35456e-10	4.00137e+00
1.71013e+00	1.61903e-10	4.00139e+00
1.72012e+00	1.11110e-10	4.00143e+00
1.73011e+00	7.60174e-11	4.00142e+00
1.74014e+00	5.21283e-11	4.00149e+00
1.75012e+00	3.59559e-11	4.00141e+00
1.76010e+00	2.49170e-11	4.00139e+00
1.77012e+00	1.73001e-11	4.00138e+00
1.78010e+00	1.21605e-11	4.00143e+00
1.79013e+00	8.62491e-12	4.00145e+00
1.80012e+00	6.21402e-12	4.00143e+00
1.81010e+00	4.53603e-12	4.00139e+00
1.82013e+00	3.37839e-12	4.00139e+00
1.83011e+00	2.59805e-12	4.00140e+00
1.84009e+00	2.10357e-12	4.00145e+00
1.85012e+00	1.75190e-12	4.00141e+00
1.86011e+00	1.47963e-12	4.00144e+00
1.87009e+00	1.29163e-12	4.00140e+00
1.88011e+00	1.16861e-12	4.00143e+00
1.89009e+00	1.08862e-12	4.00147e+00
1.90008e+00	1.02282e-12	4.00137e+00
1.91010e+00	9.63807e-13	4.00136e+00
1.92008e+00	9.57370e-13	4.00138e+00
1.93008e+00	9.21369e-13	4.00137e+00
1.94009e+00	9.19700e-13	4.00136e+00
1.95008e+00	8.92997e-13	4.00137e+00
1.96007e+00	8.68201e-13	4.00137e+00
1.97009e+00	8.67486e-13	4.00137e+00
1.98008e+00	8.42452e-13	4.00135e+00
1.99006e+00	8.28624e-13	4.00136e+00
2.00009e+00	8.14557e-13	4.00141e+00
2.01119e+00	8.14557e-13	4.00136e+00
2.02144e+00	8.08001e-13	4.00142e+00
2.03135e+00	8.05497e-13	4.00137e+00
2.04126e+00	7.71642e-13	4.00137e+00
2.05129e+00	7.68304e-13	4.00140e+00
2.06122e+00	7.69138e-13	4.00136e+00
2.07146e+00	7.61867e-13	4.00135e+00
2.08137e+00	7.55787e-13	4.00134e+00
2.09132e+00	7.56979e-13	4.00139e+00
2.10129e+00	7.58052e-13	4.00137e+00
2.11119e+00	7.40647e-13	4.00135e+00
2.12149e+00	7.32541e-13	4.00138e+00
2.13144e+00	7.11083e-13	4.00133e+00
2.14136e+00	7.06196e-13	4.00134e+00
2.15132e+00	7.01547e-13	4.00137e+00
2.16126e+00	6.85334e-13	4.00135e+00
2.17150e+00	7.04288e-13	4.00138e+00
2.18140e+00	6.80923e-13	4.00137e+00
2.19138e+00	6.95348e-13	4.00135e+00
2.20132e+00	6.76394e-13	4.00130e+00
2.21124e+00	6.76632e-13	4.00135e+00
2.22149e+00	6.65784e-13	4.00137e+00
2.23144e+00	6.76632e-13	4.00139e+00
2.24139e+00	6.54340e-13	4.00131e+00
2.25126e+00	6.69360e-13	4.00136e+00
2.26117e+00	6.39915e-13	4.00139e+00
2.27143e+00	6.36339e-13	4.00142e+00
2.28139e+00	6.10352e-13	4.00140e+00
2.29124e+00	6.28471e-13	4.00137e+00
2.30120e+00	6.02961e-13	4.00132e+00
2.31118e+00	6.08683e-13	4.00137e+00
2.32143e+00	5.97715e-13	4.00138e+00
2.33142e+00	6.08563e-13	4.00138e+00
2.34133e+00	5.81861e-13	4.00136e+00
2.35129e+00	5.82218e-13	4.00139e+00
2.36124e+00	5.79834e-13	4.00140e+00
2.37144e+00	5.81980e-13	4.00139e+00
2.38136e+00	5.71012e-13	4.00133e+00
2.39131e+00	5.57184e-13	4.00131e+00
2.40125e+00	5.53250e-13	4.00139e+00
2.41117e+00	5.56111e-13	4.00143e+00
2.42143e+00	5.33462e-13	4.00139e+00
2.43138e+00	5.35369e-13	4.00140e+00
2.44136e+00	5.28455e-13	4.00141e+00
2.45128e+00	5.12958e-13	4.00140e+00
2.46125e+00	5.17845e-13	4.00143e+00
2.47114e+00	5.01037e-13	4.00138e+00
2.48140e+00	5.14746e-13	4.00141e+00
2.49137e+00	5.35846e-13	4.00136e+00
2.50133e+00	5.18441e-13	4.00141e+00
2.51135e+00	5.37038e-13	4.00138e+00
2.52120e+00	5.34177e-13	4.00143e+00
2.53148e+00	5.03302e-13	4.00139e+00
2.54142e+00	5.23090e-13	4.00136e+00
2.55134e+00	5.20229e-13	4.00135e+00
2.56124e+00	5.13077e-13	4.00134e+00
2.57117e+00	5.34415e-13	4.00133e+00
2.58145e+00	5.01871e-13	4.00134e+00
2.59134e+00	4.98414e-13	4.00137e+00
2.60128e+00	4.89712e-13	4.00135e+00
2.61124e+00	4.91977e-13	4.00138e+00
2.62126e+00	4.64201e-13	4.00137e+00
2.63151e+00	4.83990e-13	4.00142e+00
2.64139e+00	4.57644e-13	4.00132e+00
2.65135e+00	4.37260e-13	4.00144e+00
2.66133e+00	4.69446e-13	4.00142e+00
2.67123e+00	4.59552e-13	4.00141e+00
2.68147e+00	4.64916e-13	4.00135e+00
2.69145e+00	4.37617e-13	4.00140e+00
2.70141e+00	4.45127e-13	4.00140e+00
2.71129e+00	4.43935e-13	4.00134e+00
2.72120e+00	4.40240e-13	4.00136e+00
2.73151e+00	4.21524e-13	4.00137e+00
2.74144e+00	4.20809e-13	4.00134e+00
2.75134e+00	4.20213e-13	4.00139e+00
2.76130e+00	4.08053e-13	4.00139e+00
2.77122e+00	4.01139e-13	4.00134e+00
2.78146e+00	3.87788e-13	4.00143e+00
2.79141e+00	4.03166e-13	4.00142e+00
2.80133e+00	3.71337e-13	4.00141e+00
2.81127e+00	3.72410e-13	4.00146e+00
2.82127e+00	3.55840e-13	4.00141e+00
2.83150e+00	3.11732e-13	4.00141e+00
2.84142e+00	3.50118e-13	4.00140e+00
2.85138e+00	3.64542e-13	4.00136e+00
2.86130e+00	3.22342e-13	4.00138e+00
2.87130e+00	3.28422e-13	4.00137e+00
2.88152e+00	3.36409e-13	4.00139e+00
2.89144e+00	3.34740e-13	4.00137e+00
2.90139e+00	3.10540e-13	4.00132e+00
2.91133e+00	3.02076e-13	4.00138e+00
2.92122e+00	3.03268e-13	4.00130e+00
2.93149e+00	2.82526e-13	4.00136e+00
2.94142e+00	2.80499e-13	4.00137e+00
2.95142e+00	2.70486e-13	4.00144e+00
2.96133e+00	2.77042e-13	4.00142e+00
2.97125e+00	2.78831e-13	4.00142e+00
2.98153e+00	2.83003e-13	4.00135e+00
2.99148e+00	2.63572e-13	4.00138e+00
3.00141e+00	2.74539e-13	4.00136e+00
