VSB	ID	VGB
1.47013e+00	3.42250e-13	2.00012e+00
1.48015e+00	3.45826e-13	2.00012e+00
1.49014e+00	3.61204e-13	2.00013e+00
1.50013e+00	3.16620e-13	2.00014e+00
1.51015e+00	3.01480e-13	2.00013e+00
1.52013e+00	2.96831e-13	2.00013e+00
1.53015e+00	2.93374e-13	2.00013e+00
1.54013e+00	2.75016e-13	2.00013e+00
1.55013e+00	2.84553e-13	2.00013e+00
1.56016e+00	2.68936e-13	2.00013e+00
1.57015e+00	2.67267e-13	2.00012e+00
1.58013e+00	2.60234e-13	2.00013e+00
1.59015e+00	2.26617e-13	2.00013e+00
1.60014e+00	2.33173e-13	2.00013e+00
1.61013e+00	2.23041e-13	2.00013e+00
1.62015e+00	2.24233e-13	2.00013e+00
1.63013e+00	1.91689e-13	2.00013e+00
1.64012e+00	2.33054e-13	2.00013e+00
1.65014e+00	2.18630e-13	2.00012e+00
1.66014e+00	1.79052e-13	2.00012e+00
1.67013e+00	1.83463e-13	2.00012e+00
1.68015e+00	1.91212e-13	2.00012e+00
1.69013e+00	1.51038e-13	2.00012e+00
1.70011e+00	1.69992e-13	2.00012e+00
1.71014e+00	1.51157e-13	2.00013e+00
1.72012e+00	1.44124e-13	2.00013e+00
1.73011e+00	1.42455e-13	2.00013e+00
1.74013e+00	1.38998e-13	2.00012e+00
1.75012e+00	1.47820e-13	2.00013e+00
1.76010e+00	1.44482e-13	2.00013e+00
1.77013e+00	1.17779e-13	2.00013e+00
1.78011e+00	1.22786e-13	2.00013e+00
1.79014e+00	1.10984e-13	2.00013e+00
1.80012e+00	8.30889e-14	2.00013e+00
1.81012e+00	1.02758e-13	2.00013e+00
1.82013e+00	8.85725e-14	2.00013e+00
1.83012e+00	6.85453e-14	2.00012e+00
1.84010e+00	7.31945e-14	2.00012e+00
1.85012e+00	8.33273e-14	2.00012e+00
1.86010e+00	6.43730e-14	2.00012e+00
1.87008e+00	6.35386e-14	2.00013e+00
1.88010e+00	3.69549e-14	2.00013e+00
1.89009e+00	5.81741e-14	2.00013e+00
1.90008e+00	3.71933e-14	2.00012e+00
1.91010e+00	6.43730e-15	2.00012e+00
1.92007e+00	-4.76837e-16	2.00013e+00
1.93006e+00	-6.91414e-15	2.00013e+00
1.94010e+00	-2.47955e-14	2.00012e+00
1.95008e+00	-4.52995e-14	2.00012e+00
1.96007e+00	-7.77245e-14	2.00013e+00
1.97008e+00	-1.17183e-13	2.00013e+00
1.98007e+00	-2.01821e-13	2.00013e+00
1.99006e+00	-2.65598e-13	2.00013e+00
2.00008e+00	-3.30210e-13	2.00013e+00
2.01113e+00	-4.56572e-13	2.00013e+00
2.02138e+00	-6.10471e-13	2.00013e+00
2.03135e+00	-7.24912e-13	2.00013e+00
2.04131e+00	-8.28028e-13	2.00013e+00
2.05126e+00	-9.36031e-13	2.00013e+00
2.06109e+00	-1.02842e-12	2.00013e+00
2.07136e+00	-1.10376e-12	2.00013e+00
2.08128e+00	-1.18232e-12	2.00012e+00
2.09125e+00	-1.22154e-12	2.00013e+00
2.10118e+00	-1.27196e-12	2.00012e+00
2.11116e+00	-1.28734e-12	2.00012e+00
2.12145e+00	-1.32406e-12	2.00013e+00
2.13141e+00	-1.34683e-12	2.00013e+00
2.14130e+00	-1.34146e-12	2.00013e+00
2.15123e+00	-1.34718e-12	2.00013e+00
2.16118e+00	-1.35612e-12	2.00013e+00
2.17143e+00	-1.39117e-12	2.00013e+00
2.18141e+00	-1.42884e-12	2.00013e+00
2.19133e+00	-1.44732e-12	2.00013e+00
2.20131e+00	-1.48094e-12	2.00013e+00
2.21121e+00	-1.48153e-12	2.00014e+00
2.22153e+00	-1.48416e-12	2.00013e+00
2.23149e+00	-1.50418e-12	2.00013e+00
2.24139e+00	-1.50847e-12	2.00012e+00
2.25129e+00	-1.51038e-12	2.00013e+00
2.26118e+00	-1.54042e-12	2.00013e+00
2.27149e+00	-1.56093e-12	2.00012e+00
2.28135e+00	-1.59597e-12	2.00014e+00
2.29137e+00	-1.61541e-12	2.00013e+00
2.30134e+00	-1.62268e-12	2.00012e+00
2.31122e+00	-1.60599e-12	2.00012e+00
2.32147e+00	-1.57976e-12	2.00012e+00
2.33138e+00	-1.62172e-12	2.00012e+00
2.34136e+00	-1.60837e-12	2.00012e+00
2.35133e+00	-1.61457e-12	2.00012e+00
2.36126e+00	-1.58405e-12	2.00012e+00
2.37151e+00	-1.69098e-12	2.00013e+00
2.38148e+00	-1.72734e-12	2.00013e+00
2.39139e+00	-1.75619e-12	2.00013e+00
2.40138e+00	-1.75750e-12	2.00013e+00
2.41127e+00	-1.76966e-12	2.00012e+00
2.42153e+00	-1.86288e-12	2.00013e+00
2.43143e+00	-1.73998e-12	2.00013e+00
2.44142e+00	-1.61779e-12	2.00013e+00
2.45129e+00	-1.64497e-12	2.00012e+00
2.46116e+00	-1.64413e-12	2.00012e+00
2.47112e+00	-1.63925e-12	2.00012e+00
2.48147e+00	-1.62995e-12	2.00013e+00
2.49133e+00	-1.66070e-12	2.00013e+00
2.50125e+00	-1.68383e-12	2.00013e+00
2.51118e+00	-1.69468e-12	2.00014e+00
2.52117e+00	-1.71721e-12	2.00013e+00
2.53139e+00	-1.70648e-12	2.00013e+00
2.54127e+00	-1.75226e-12	2.00013e+00
2.55123e+00	-1.76442e-12	2.00013e+00
2.56122e+00	-1.76883e-12	2.00013e+00
2.57111e+00	-1.77622e-12	2.00013e+00
2.58139e+00	-1.80840e-12	2.00013e+00
2.59136e+00	-1.81413e-12	2.00014e+00
2.60128e+00	-1.79803e-12	2.00013e+00
2.61126e+00	-1.84321e-12	2.00013e+00
2.62124e+00	-1.83511e-12	2.00013e+00
2.63148e+00	-1.87862e-12	2.00012e+00
2.64139e+00	-1.85227e-12	2.00013e+00
2.65130e+00	-1.87624e-12	2.00012e+00
2.66123e+00	-1.91486e-12	2.00012e+00
2.67123e+00	-1.92750e-12	2.00012e+00
2.68137e+00	-1.94752e-12	2.00012e+00
2.69127e+00	-1.95658e-12	2.00012e+00
2.70131e+00	-1.96481e-12	2.00012e+00
2.71127e+00	-1.97303e-12	2.00013e+00
2.72124e+00	-1.99938e-12	2.00012e+00
2.73144e+00	-2.01666e-12	2.00013e+00
2.74144e+00	-2.02692e-12	2.00012e+00
2.75140e+00	-2.03502e-12	2.00013e+00
2.76121e+00	-2.05839e-12	2.00013e+00
2.77117e+00	-2.07055e-12	2.00013e+00
2.78145e+00	-2.08175e-12	2.00013e+00
2.79137e+00	-2.10333e-12	2.00013e+00
2.80133e+00	-2.11513e-12	2.00012e+00
2.81129e+00	-2.11799e-12	2.00012e+00
2.82120e+00	-2.16520e-12	2.00013e+00
2.83155e+00	-2.16854e-12	2.00012e+00
2.84151e+00	-2.17986e-12	2.00012e+00
2.85138e+00	-2.17879e-12	2.00012e+00
2.86128e+00	-2.15769e-12	2.00012e+00
2.87122e+00	-2.13778e-12	2.00011e+00
2.88146e+00	-2.18809e-12	2.00011e+00
2.89148e+00	-2.18153e-12	2.00011e+00
2.90145e+00	-2.20895e-12	2.00012e+00
2.91137e+00	-2.20132e-12	2.00011e+00
2.92132e+00	-2.21527e-12	2.00012e+00
2.93153e+00	-2.25759e-12	2.00012e+00
2.94149e+00	-2.23064e-12	2.00012e+00
2.95137e+00	-2.27141e-12	2.00012e+00
2.96133e+00	-2.25723e-12	2.00012e+00
2.97125e+00	-2.28107e-12	2.00013e+00
2.98153e+00	-2.32136e-12	2.00013e+00
2.99149e+00	-2.31802e-12	2.00012e+00
3.00143e+00	-2.31636e-12	2.00013e+00
