VDS	ID	VGB
7.90159e-01	2.46817e-11	3.00133e+00
8.00184e-01	2.47684e-11	3.00130e+00
8.10179e-01	2.48694e-11	3.00126e+00
8.20171e-01	2.49525e-11	3.00129e+00
8.30170e-01	2.50255e-11	3.00133e+00
8.40199e-01	2.51063e-11	3.00135e+00
8.50200e-01	2.51690e-11	3.00134e+00
8.60184e-01	2.52591e-11	3.00135e+00
8.70176e-01	2.53328e-11	3.00138e+00
8.80175e-01	2.54301e-11	3.00138e+00
8.90197e-01	2.55141e-11	3.00133e+00
9.00188e-01	2.56301e-11	3.00144e+00
9.10182e-01	2.57124e-11	3.00135e+00
9.20171e-01	2.57943e-11	3.00133e+00
9.30198e-01	2.58757e-11	3.00130e+00
9.40186e-01	2.59631e-11	3.00135e+00
9.50178e-01	2.60611e-11	3.00142e+00
9.60173e-01	2.61186e-11	3.00133e+00
9.70168e-01	2.62288e-11	3.00136e+00
9.80194e-01	2.63234e-11	3.00136e+00
9.90189e-01	2.64068e-11	3.00125e+00
1.00019e+00	2.64938e-11	3.00129e+00
1.01017e+00	2.65828e-11	3.00130e+00
1.02020e+00	2.66846e-11	3.00125e+00
1.03019e+00	2.67630e-11	3.00129e+00
1.04019e+00	2.68657e-11	3.00131e+00
1.05018e+00	2.69475e-11	3.00130e+00
1.06021e+00	2.70367e-11	3.00135e+00
1.07018e+00	2.71448e-11	3.00138e+00
1.08018e+00	2.72199e-11	3.00132e+00
1.09016e+00	2.73391e-11	3.00137e+00
1.10015e+00	2.74302e-11	3.00138e+00
1.11018e+00	2.75097e-11	3.00131e+00
1.12017e+00	2.76099e-11	3.00133e+00
1.13017e+00	2.77290e-11	3.00129e+00
1.14016e+00	2.78050e-11	3.00132e+00
1.15019e+00	2.78845e-11	3.00131e+00
1.16018e+00	2.79692e-11	3.00129e+00
1.17017e+00	2.80733e-11	3.00131e+00
1.18016e+00	2.81892e-11	3.00137e+00
1.19016e+00	2.82590e-11	3.00136e+00
1.20018e+00	2.83613e-11	3.00133e+00
1.21017e+00	2.84264e-11	3.00133e+00
1.22017e+00	2.85553e-11	3.00134e+00
1.23017e+00	2.86293e-11	3.00133e+00
1.24019e+00	2.86977e-11	3.00130e+00
1.25018e+00	2.88241e-11	3.00130e+00
1.26018e+00	2.89299e-11	3.00127e+00
1.27017e+00	2.90389e-11	3.00130e+00
1.28020e+00	2.91545e-11	3.00134e+00
1.29019e+00	2.92687e-11	3.00136e+00
1.30019e+00	2.93715e-11	3.00137e+00
1.31018e+00	2.94770e-11	3.00140e+00
1.32017e+00	2.96099e-11	3.00133e+00
1.33020e+00	2.97174e-11	3.00135e+00
1.34019e+00	2.98331e-11	3.00133e+00
1.35018e+00	2.99420e-11	3.00130e+00
1.36017e+00	3.00664e-11	3.00133e+00
1.37019e+00	3.01932e-11	3.00132e+00
1.38019e+00	3.03106e-11	3.00131e+00
1.39018e+00	3.03968e-11	3.00129e+00
1.40017e+00	3.05306e-11	3.00130e+00
1.41016e+00	3.06252e-11	3.00133e+00
1.42019e+00	3.07506e-11	3.00130e+00
1.43019e+00	3.08675e-11	3.00127e+00
1.44018e+00	3.10065e-11	3.00124e+00
1.45017e+00	3.11271e-11	3.00130e+00
1.46018e+00	3.12173e-11	3.00127e+00
1.47017e+00	3.13469e-11	3.00123e+00
1.48016e+00	3.14552e-11	3.00129e+00
1.49015e+00	3.16066e-11	3.00123e+00
1.50018e+00	3.17187e-11	3.00122e+00
1.51017e+00	3.18518e-11	3.00125e+00
1.52016e+00	3.19726e-11	3.00121e+00
1.53015e+00	3.20586e-11	3.00127e+00
1.54015e+00	3.21822e-11	3.00124e+00
1.55017e+00	3.22950e-11	3.00138e+00
1.56016e+00	3.23912e-11	3.00132e+00
1.57016e+00	3.25088e-11	3.00134e+00
1.58015e+00	3.26248e-11	3.00133e+00
1.59017e+00	3.27653e-11	3.00134e+00
1.60016e+00	3.28723e-11	3.00133e+00
1.61015e+00	3.29887e-11	3.00129e+00
1.62015e+00	3.30914e-11	3.00132e+00
1.63013e+00	3.32181e-11	3.00133e+00
1.64016e+00	3.34061e-11	3.00129e+00
1.65015e+00	3.36810e-11	3.00130e+00
1.66014e+00	3.41328e-11	3.00126e+00
1.67014e+00	3.49630e-11	3.00126e+00
1.68016e+00	3.62723e-11	3.00130e+00
1.69015e+00	3.80968e-11	3.00129e+00
1.70015e+00	4.03215e-11	3.00127e+00
1.71014e+00	4.29292e-11	3.00133e+00
1.72013e+00	4.56510e-11	3.00137e+00
1.73016e+00	4.84128e-11	3.00134e+00
1.74015e+00	5.12230e-11	3.00135e+00
1.75014e+00	5.40942e-11	3.00132e+00
1.76013e+00	5.70260e-11	3.00126e+00
1.77016e+00	5.99619e-11	3.00130e+00
1.78015e+00	6.29078e-11	3.00127e+00
1.79014e+00	6.58586e-11	3.00128e+00
1.80013e+00	6.87532e-11	3.00131e+00
1.81016e+00	7.16979e-11	3.00127e+00
1.82014e+00	7.45404e-11	3.00127e+00
1.83012e+00	7.74952e-11	3.00132e+00
1.84012e+00	8.03873e-11	3.00133e+00
1.85011e+00	8.32547e-11	3.00128e+00
1.86014e+00	8.61134e-11	3.00134e+00
1.87014e+00	8.89329e-11	3.00126e+00
1.88012e+00	9.16094e-11	3.00125e+00
1.89012e+00	9.43056e-11	3.00123e+00
1.90014e+00	9.69496e-11	3.00127e+00
1.91013e+00	9.97033e-11	3.00128e+00
1.92011e+00	1.02322e-10	3.00125e+00
1.93011e+00	1.04962e-10	3.00132e+00
1.94009e+00	1.07546e-10	3.00136e+00
1.95013e+00	1.10075e-10	3.00138e+00
1.96012e+00	1.12577e-10	3.00135e+00
1.97010e+00	1.15016e-10	3.00131e+00
1.98009e+00	1.17419e-10	3.00129e+00
1.99011e+00	1.19841e-10	3.00128e+00
2.00010e+00	1.22118e-10	3.00126e+00
2.01073e+00	1.24769e-10	3.00128e+00
2.02105e+00	1.27230e-10	3.00132e+00
2.03098e+00	1.29469e-10	3.00130e+00
2.04079e+00	1.31455e-10	3.00129e+00
2.05078e+00	1.33600e-10	3.00132e+00
2.06073e+00	1.35650e-10	3.00129e+00
2.07098e+00	1.37933e-10	3.00132e+00
2.08092e+00	1.40030e-10	3.00136e+00
2.09083e+00	1.42103e-10	3.00126e+00
2.10075e+00	1.44220e-10	3.00129e+00
2.11074e+00	1.46022e-10	3.00133e+00
2.12095e+00	1.48253e-10	3.00131e+00
2.13096e+00	1.50352e-10	3.00137e+00
2.14089e+00	1.52295e-10	3.00130e+00
2.15081e+00	1.54235e-10	3.00131e+00
2.16070e+00	1.56113e-10	3.00132e+00
2.17095e+00	1.58243e-10	3.00130e+00
2.18091e+00	1.60183e-10	3.00132e+00
2.19090e+00	1.61994e-10	3.00137e+00
2.20088e+00	1.63631e-10	3.00128e+00
2.21080e+00	1.65488e-10	3.00128e+00
2.22101e+00	1.67562e-10	3.00133e+00
2.23097e+00	1.69435e-10	3.00136e+00
2.24088e+00	1.71365e-10	3.00130e+00
2.25082e+00	1.73269e-10	3.00125e+00
2.26074e+00	1.75122e-10	3.00135e+00
2.27109e+00	1.77173e-10	3.00129e+00
2.28096e+00	1.79021e-10	3.00123e+00
2.29087e+00	1.80896e-10	3.00122e+00
2.30083e+00	1.82781e-10	3.00122e+00
2.31084e+00	1.84635e-10	3.00131e+00
2.32107e+00	1.86779e-10	3.00127e+00
2.33097e+00	1.88704e-10	3.00138e+00
2.34097e+00	1.90656e-10	3.00134e+00
2.35087e+00	1.92352e-10	3.00136e+00
2.36078e+00	1.93839e-10	3.00132e+00
2.37106e+00	1.95916e-10	3.00129e+00
2.38102e+00	1.97864e-10	3.00134e+00
2.39097e+00	1.99585e-10	3.00128e+00
2.40092e+00	2.01487e-10	3.00128e+00
2.41081e+00	2.03439e-10	3.00127e+00
2.42111e+00	2.05576e-10	3.00136e+00
2.43098e+00	2.07485e-10	3.00130e+00
2.44093e+00	2.09406e-10	3.00129e+00
2.45089e+00	2.11352e-10	3.00129e+00
2.46085e+00	2.13406e-10	3.00129e+00
2.47107e+00	2.15564e-10	3.00130e+00
2.48104e+00	2.17616e-10	3.00128e+00
2.49097e+00	2.19513e-10	3.00127e+00
2.50090e+00	2.21348e-10	3.00122e+00
2.51084e+00	2.23154e-10	3.00125e+00
2.52110e+00	2.25030e-10	3.00128e+00
2.53102e+00	2.27040e-10	3.00131e+00
2.54098e+00	2.28984e-10	3.00134e+00
2.55083e+00	2.30928e-10	3.00131e+00
2.56078e+00	2.32955e-10	3.00131e+00
2.57108e+00	2.35226e-10	3.00127e+00
2.58103e+00	2.37285e-10	3.00130e+00
2.59099e+00	2.39226e-10	3.00128e+00
2.60086e+00	2.41159e-10	3.00133e+00
2.61083e+00	2.43176e-10	3.00122e+00
2.62109e+00	2.45658e-10	3.00124e+00
2.63104e+00	2.47745e-10	3.00127e+00
2.64091e+00	2.49829e-10	3.00132e+00
2.65089e+00	2.51835e-10	3.00128e+00
2.66115e+00	2.54202e-10	3.00128e+00
2.67111e+00	2.56246e-10	3.00132e+00
2.68099e+00	2.57801e-10	3.00132e+00
2.69089e+00	2.59981e-10	3.00132e+00
2.70090e+00	2.62140e-10	3.00128e+00
2.71116e+00	2.64637e-10	3.00126e+00
2.72108e+00	2.66977e-10	3.00128e+00
2.73105e+00	2.69250e-10	3.00133e+00
2.74094e+00	2.71389e-10	3.00130e+00
2.75090e+00	2.73562e-10	3.00127e+00
2.76117e+00	2.76305e-10	3.00128e+00
2.77112e+00	2.78586e-10	3.00129e+00
2.78105e+00	2.80789e-10	3.00131e+00
2.79099e+00	2.83110e-10	3.00134e+00
2.80088e+00	2.85276e-10	3.00134e+00
2.81115e+00	2.87804e-10	3.00134e+00
2.82109e+00	2.90191e-10	3.00136e+00
2.83099e+00	2.92164e-10	3.00131e+00
2.84094e+00	2.93857e-10	3.00127e+00
2.85088e+00	2.96116e-10	3.00120e+00
2.86113e+00	2.98814e-10	3.00123e+00
2.87106e+00	3.01201e-10	3.00124e+00
2.88101e+00	3.03751e-10	3.00127e+00
2.89088e+00	3.06144e-10	3.00125e+00
2.90084e+00	3.08577e-10	3.00129e+00
2.91113e+00	3.11390e-10	3.00127e+00
2.92104e+00	3.13890e-10	3.00122e+00
2.93096e+00	3.16370e-10	3.00128e+00
2.94097e+00	3.18932e-10	3.00125e+00
2.95100e+00	3.21558e-10	3.00123e+00
2.96123e+00	3.24413e-10	3.00128e+00
2.97118e+00	3.27127e-10	3.00130e+00
2.98108e+00	3.29633e-10	3.00126e+00
2.99098e+00	3.32087e-10	3.00124e+00
3.00101e+00	3.34134e-10	3.00129e+00
3.01117e+00	3.37139e-10	3.00131e+00
3.02106e+00	3.39832e-10	3.00127e+00
3.03104e+00	3.42550e-10	3.00128e+00
3.04100e+00	3.45250e-10	3.00126e+00
3.05089e+00	3.47924e-10	3.00121e+00
3.06114e+00	3.51071e-10	3.00123e+00
3.07111e+00	3.53839e-10	3.00120e+00
3.08100e+00	3.56573e-10	3.00121e+00
3.09090e+00	3.59332e-10	3.00121e+00
3.10085e+00	3.61847e-10	3.00123e+00
3.11118e+00	3.65443e-10	3.00124e+00
3.12116e+00	3.68417e-10	3.00124e+00
3.13113e+00	3.70997e-10	3.00130e+00
3.14101e+00	3.73711e-10	3.00133e+00
3.15094e+00	3.76266e-10	3.00130e+00
3.16116e+00	3.78789e-10	3.00130e+00
3.17115e+00	3.81904e-10	3.00133e+00
3.18106e+00	3.84715e-10	3.00134e+00
3.19100e+00	3.87694e-10	3.00139e+00
3.20091e+00	3.90685e-10	3.00126e+00
3.21116e+00	3.94043e-10	3.00123e+00
3.22106e+00	3.96977e-10	3.00121e+00
3.23099e+00	3.99957e-10	3.00126e+00
3.24091e+00	4.02989e-10	3.00125e+00
3.25088e+00	4.05851e-10	3.00126e+00
3.26111e+00	4.09327e-10	3.00123e+00
3.27100e+00	4.12274e-10	3.00126e+00
3.28100e+00	4.15494e-10	3.00129e+00
3.29097e+00	4.18686e-10	3.00128e+00
3.30094e+00	4.21740e-10	3.00126e+00
3.31112e+00	4.24856e-10	3.00130e+00
3.32103e+00	4.27143e-10	3.00128e+00
3.33098e+00	4.29790e-10	3.00128e+00
3.34100e+00	4.32937e-10	3.00132e+00
3.35121e+00	4.36617e-10	3.00128e+00
3.36118e+00	4.40022e-10	3.00136e+00
3.37114e+00	4.43183e-10	3.00131e+00
3.38109e+00	4.46348e-10	3.00126e+00
3.39097e+00	4.49637e-10	3.00121e+00
3.40122e+00	4.53236e-10	3.00125e+00
3.41110e+00	4.56332e-10	3.00123e+00
3.42101e+00	4.59482e-10	3.00118e+00
3.43097e+00	4.62976e-10	3.00126e+00
3.44099e+00	4.66404e-10	3.00122e+00
3.45129e+00	4.70274e-10	3.00129e+00
3.46123e+00	4.73512e-10	3.00128e+00
3.47125e+00	4.76319e-10	3.00130e+00
3.48113e+00	4.79034e-10	3.00126e+00
3.49103e+00	4.82724e-10	3.00123e+00
3.50130e+00	4.86937e-10	3.00124e+00
3.51123e+00	4.90907e-10	3.00127e+00
3.52113e+00	4.94825e-10	3.00122e+00
3.53103e+00	4.98479e-10	3.00124e+00
3.54100e+00	5.02228e-10	3.00129e+00
3.55127e+00	5.06473e-10	3.00125e+00
3.56112e+00	5.09908e-10	3.00123e+00
3.57113e+00	5.13564e-10	3.00123e+00
3.58109e+00	5.17392e-10	3.00128e+00
3.59107e+00	5.20979e-10	3.00128e+00
3.60131e+00	5.25607e-10	3.00131e+00
3.61123e+00	5.29463e-10	3.00134e+00
3.62112e+00	5.33212e-10	3.00128e+00
3.63107e+00	5.36826e-10	3.00130e+00
3.64103e+00	5.39971e-10	3.00131e+00
3.65128e+00	5.44330e-10	3.00128e+00
3.66120e+00	5.48416e-10	3.00132e+00
3.67114e+00	5.52591e-10	3.00126e+00
3.68106e+00	5.56594e-10	3.00132e+00
3.69103e+00	5.60791e-10	3.00137e+00
3.70131e+00	5.65772e-10	3.00141e+00
3.71128e+00	5.69813e-10	3.00134e+00
3.72118e+00	5.73979e-10	3.00132e+00
3.73114e+00	5.78429e-10	3.00134e+00
3.74104e+00	5.82784e-10	3.00132e+00
3.75132e+00	5.87795e-10	3.00131e+00
3.76126e+00	5.92243e-10	3.00129e+00
3.77115e+00	5.95802e-10	3.00134e+00
3.78107e+00	6.00138e-10	3.00133e+00
3.79100e+00	6.03950e-10	3.00126e+00
3.80124e+00	6.07724e-10	3.00129e+00
3.81119e+00	6.12301e-10	3.00130e+00
3.82118e+00	6.16822e-10	3.00127e+00
3.83113e+00	6.21041e-10	3.00134e+00
3.84101e+00	6.25763e-10	3.00129e+00
3.85133e+00	6.30911e-10	3.00130e+00
3.86123e+00	6.35891e-10	3.00133e+00
3.87115e+00	6.40630e-10	3.00130e+00
3.88110e+00	6.45511e-10	3.00133e+00
3.89107e+00	6.50246e-10	3.00136e+00
3.90130e+00	6.55600e-10	3.00136e+00
3.91122e+00	6.60742e-10	3.00131e+00
3.92117e+00	6.65779e-10	3.00131e+00
3.93110e+00	6.70982e-10	3.00128e+00
3.94103e+00	6.75943e-10	3.00137e+00
3.95131e+00	6.81047e-10	3.00130e+00
3.96128e+00	6.85177e-10	3.00128e+00
3.97122e+00	6.90211e-10	3.00126e+00
3.98115e+00	6.95356e-10	3.00124e+00
3.99103e+00	7.00585e-10	3.00126e+00
4.00128e+00	7.06600e-10	3.00129e+00
4.01123e+00	7.12282e-10	3.00132e+00
4.02116e+00	7.17123e-10	3.00131e+00
4.03107e+00	7.22842e-10	3.00131e+00
4.04136e+00	7.28666e-10	3.00122e+00
4.05128e+00	7.33894e-10	3.00124e+00
4.06122e+00	7.39162e-10	3.00126e+00
4.07110e+00	7.44477e-10	3.00128e+00
4.08107e+00	7.49845e-10	3.00130e+00
4.09134e+00	7.56132e-10	3.00128e+00
4.10128e+00	7.61719e-10	3.00127e+00
4.11123e+00	7.66791e-10	3.00122e+00
4.12115e+00	7.71008e-10	3.00125e+00
4.13117e+00	7.75829e-10	3.00127e+00
4.14138e+00	7.82622e-10	3.00127e+00
4.15130e+00	7.88463e-10	3.00128e+00
4.16126e+00	7.94599e-10	3.00135e+00
4.17122e+00	8.00749e-10	3.00132e+00
4.18119e+00	8.07251e-10	3.00129e+00
4.19138e+00	8.13791e-10	3.00128e+00
4.20132e+00	8.20261e-10	3.00128e+00
4.21131e+00	8.26301e-10	3.00128e+00
4.22122e+00	8.32548e-10	3.00127e+00
4.23121e+00	8.38576e-10	3.00127e+00
4.24144e+00	8.46173e-10	3.00125e+00
4.25136e+00	8.52317e-10	3.00129e+00
4.26134e+00	8.58673e-10	3.00129e+00
4.27128e+00	8.63395e-10	3.00130e+00
4.28117e+00	8.67680e-10	3.00126e+00
4.29136e+00	8.75231e-10	3.00134e+00
4.30134e+00	8.81921e-10	3.00131e+00
4.31131e+00	8.88551e-10	3.00129e+00
4.32122e+00	8.95173e-10	3.00128e+00
4.33115e+00	9.02153e-10	3.00129e+00
4.34143e+00	9.10267e-10	3.00130e+00
4.35138e+00	9.16541e-10	3.00123e+00
4.36126e+00	9.22969e-10	3.00127e+00
4.37121e+00	9.29726e-10	3.00135e+00
4.38112e+00	9.36758e-10	3.00134e+00
4.39138e+00	9.45033e-10	3.00134e+00
4.40128e+00	9.51935e-10	3.00126e+00
4.41121e+00	9.58677e-10	3.00123e+00
4.42119e+00	9.65713e-10	3.00125e+00
4.43113e+00	9.72385e-10	3.00136e+00
4.44142e+00	9.79456e-10	3.00125e+00
4.45135e+00	9.86412e-10	3.00119e+00
4.46124e+00	9.93311e-10	3.00124e+00
4.47115e+00	9.94226e-10	3.00124e+00
4.48111e+00	1.01020e-09	3.00127e+00
4.49137e+00	1.03466e-09	3.00124e+00
4.50128e+00	1.06466e-09	3.00125e+00
4.51125e+00	1.10126e-09	3.00123e+00
4.52117e+00	1.14246e-09	3.00125e+00
4.53109e+00	1.18766e-09	3.00125e+00
4.54134e+00	1.23660e-09	3.00127e+00
4.55125e+00	1.28748e-09	3.00128e+00
4.56121e+00	1.34049e-09	3.00126e+00
4.57114e+00	1.39548e-09	3.00126e+00
4.58108e+00	1.45198e-09	3.00125e+00
4.59136e+00	1.51215e-09	3.00125e+00
4.60128e+00	1.57287e-09	3.00124e+00
4.61118e+00	1.63529e-09	3.00122e+00
4.62111e+00	1.69961e-09	3.00119e+00
4.63104e+00	1.76518e-09	3.00119e+00
4.64133e+00	1.83436e-09	3.00122e+00
4.65129e+00	1.90558e-09	3.00126e+00
4.66124e+00	1.97726e-09	3.00125e+00
4.67120e+00	2.05135e-09	3.00126e+00
4.68147e+00	2.12958e-09	3.00130e+00
4.69139e+00	2.20686e-09	3.00131e+00
4.70129e+00	2.28774e-09	3.00128e+00
4.71123e+00	2.37057e-09	3.00126e+00
4.72118e+00	2.45445e-09	3.00127e+00
4.73143e+00	2.54361e-09	3.00126e+00
4.74140e+00	2.63382e-09	3.00126e+00
4.75141e+00	2.72517e-09	3.00126e+00
4.76133e+00	2.82047e-09	3.00125e+00
4.77129e+00	2.91672e-09	3.00129e+00
4.78153e+00	3.01735e-09	3.00124e+00
4.79142e+00	3.12014e-09	3.00128e+00
4.80134e+00	3.22190e-09	3.00130e+00
4.81130e+00	3.32824e-09	3.00128e+00
4.82120e+00	3.43556e-09	3.00127e+00
4.83147e+00	3.55002e-09	3.00132e+00
4.84141e+00	3.66404e-09	3.00135e+00
4.85136e+00	3.78065e-09	3.00131e+00
4.86133e+00	3.89840e-09	3.00129e+00
4.87120e+00	4.01882e-09	3.00132e+00
4.88143e+00	4.14582e-09	3.00130e+00
4.89138e+00	4.27385e-09	3.00125e+00
4.90131e+00	4.40418e-09	3.00125e+00
4.91122e+00	4.53704e-09	3.00128e+00
4.92120e+00	4.67291e-09	3.00124e+00
4.93147e+00	4.81579e-09	3.00128e+00
4.94140e+00	4.95859e-09	3.00124e+00
4.95138e+00	5.10287e-09	3.00127e+00
4.96130e+00	5.25077e-09	3.00126e+00
4.97119e+00	5.40102e-09	3.00123e+00
4.98142e+00	5.55593e-09	3.00123e+00
4.99136e+00	5.71550e-09	3.00125e+00
5.00133e+00	5.87478e-09	3.00125e+00
3.59535e-05	-1.75631e-12	4.00135e+00
1.01009e-02	4.90761e-12	4.00138e+00
2.00991e-02	1.14765e-11	4.00134e+00
3.01012e-02	1.79613e-11	4.00132e+00
4.01021e-02	2.42673e-11	4.00136e+00
5.01023e-02	3.01627e-11	4.00136e+00
6.01016e-02	3.56349e-11	4.00137e+00
7.01038e-02	4.08082e-11	4.00133e+00
8.01084e-02	4.56526e-11	4.00136e+00
9.01077e-02	5.02065e-11	4.00138e+00
1.00105e-01	5.44902e-11	4.00137e+00
1.10097e-01	5.85585e-11	4.00135e+00
1.20098e-01	6.23844e-11	4.00130e+00
1.30111e-01	6.59614e-11	4.00133e+00
1.40110e-01	6.93321e-11	4.00136e+00
1.50105e-01	7.26360e-11	4.00134e+00
1.60104e-01	7.57490e-11	4.00140e+00
1.70104e-01	7.86813e-11	4.00135e+00
1.80105e-01	8.15365e-11	4.00141e+00
1.90102e-01	8.43141e-11	4.00140e+00
2.00105e-01	8.69573e-11	4.00140e+00
2.10115e-01	8.94706e-11	4.00139e+00
2.20102e-01	9.18486e-11	4.00141e+00
2.30132e-01	9.41573e-11	4.00140e+00
2.40119e-01	9.63893e-11	4.00132e+00
2.50118e-01	9.84690e-11	4.00137e+00
2.60117e-01	1.00505e-10	4.00135e+00
2.70146e-01	1.02477e-10	4.00135e+00
2.80137e-01	1.04362e-10	4.00132e+00
2.90131e-01	1.06210e-10	4.00134e+00
3.00119e-01	1.07963e-10	4.00134e+00
3.10153e-01	1.09585e-10	4.00133e+00
3.20149e-01	1.11260e-10	4.00137e+00
3.30136e-01	1.12845e-10	4.00143e+00
3.40131e-01	1.14322e-10	4.00135e+00
3.50127e-01	1.15786e-10	4.00141e+00
3.60155e-01	1.17131e-10	4.00136e+00
3.70149e-01	1.18418e-10	4.00127e+00
3.80145e-01	1.19627e-10	4.00134e+00
3.90140e-01	1.20861e-10	4.00137e+00
4.00162e-01	1.22032e-10	4.00134e+00
4.10160e-01	1.23155e-10	4.00139e+00
4.20156e-01	1.24251e-10	4.00142e+00
4.30144e-01	1.25339e-10	4.00146e+00
4.40137e-01	1.26358e-10	4.00135e+00
4.50167e-01	1.27330e-10	4.00131e+00
4.60162e-01	1.28301e-10	4.00134e+00
4.70153e-01	1.29240e-10	4.00135e+00
4.80154e-01	1.30130e-10	4.00138e+00
4.90184e-01	1.30950e-10	4.00137e+00
5.00170e-01	1.31946e-10	4.00136e+00
5.10160e-01	1.32592e-10	4.00131e+00
5.20162e-01	1.33256e-10	4.00133e+00
5.30187e-01	1.34031e-10	4.00132e+00
5.40179e-01	1.34744e-10	4.00134e+00
5.50174e-01	1.35436e-10	4.00133e+00
5.60168e-01	1.36156e-10	4.00134e+00
5.70160e-01	1.36837e-10	4.00136e+00
5.80189e-01	1.37601e-10	4.00134e+00
5.90182e-01	1.38279e-10	4.00134e+00
6.00178e-01	1.38870e-10	4.00136e+00
6.10173e-01	1.39548e-10	4.00131e+00
6.20197e-01	1.40168e-10	4.00133e+00
6.30182e-01	1.40766e-10	4.00129e+00
6.40174e-01	1.41337e-10	4.00132e+00
6.50162e-01	1.41724e-10	4.00128e+00
6.60146e-01	1.42159e-10	4.00133e+00
6.70175e-01	1.42370e-10	4.00136e+00
6.80164e-01	1.42785e-10	4.00139e+00
6.90160e-01	1.43221e-10	4.00135e+00
7.00159e-01	1.43759e-10	4.00134e+00
7.10192e-01	1.44272e-10	4.00137e+00
7.20179e-01	1.44680e-10	4.00137e+00
7.30170e-01	1.45199e-10	4.00135e+00
7.40167e-01	1.45672e-10	4.00132e+00
7.50193e-01	1.46109e-10	4.00134e+00
7.60191e-01	1.46485e-10	4.00140e+00
7.70181e-01	1.47059e-10	4.00141e+00
7.80171e-01	1.47495e-10	4.00140e+00
7.90158e-01	1.47912e-10	4.00137e+00
8.00180e-01	1.48379e-10	4.00140e+00
8.10172e-01	1.48817e-10	4.00137e+00
8.20166e-01	1.49338e-10	4.00141e+00
8.30162e-01	1.49771e-10	4.00136e+00
8.40201e-01	1.50216e-10	4.00134e+00
8.50191e-01	1.50712e-10	4.00136e+00
8.60187e-01	1.51265e-10	4.00137e+00
8.70181e-01	1.51634e-10	4.00135e+00
8.80167e-01	1.52086e-10	4.00130e+00
8.90196e-01	1.52615e-10	4.00133e+00
9.00189e-01	1.53238e-10	4.00143e+00
9.10178e-01	1.53682e-10	4.00141e+00
9.20171e-01	1.54212e-10	4.00142e+00
9.30201e-01	1.54076e-10	4.00141e+00
9.40195e-01	1.54616e-10	4.00143e+00
9.50190e-01	1.55188e-10	4.00144e+00
9.60186e-01	1.55640e-10	4.00146e+00
9.70176e-01	1.56042e-10	4.00149e+00
9.80202e-01	1.56696e-10	4.00142e+00
9.90194e-01	1.57213e-10	4.00139e+00
1.00019e+00	1.57691e-10	4.00132e+00
1.01018e+00	1.58337e-10	4.00135e+00
1.02021e+00	1.58946e-10	4.00131e+00
1.03020e+00	1.59559e-10	4.00130e+00
1.04019e+00	1.60133e-10	4.00135e+00
1.05017e+00	1.60774e-10	4.00136e+00
1.06020e+00	1.61427e-10	4.00138e+00
1.07020e+00	1.62029e-10	4.00145e+00
1.08019e+00	1.62699e-10	4.00142e+00
1.09018e+00	1.63359e-10	4.00137e+00
1.10016e+00	1.63985e-10	4.00141e+00
1.11020e+00	1.64611e-10	4.00136e+00
1.12018e+00	1.65229e-10	4.00139e+00
1.13017e+00	1.65874e-10	4.00135e+00
1.14017e+00	1.66455e-10	4.00137e+00
1.15020e+00	1.67015e-10	4.00138e+00
1.16018e+00	1.67595e-10	4.00137e+00
1.17017e+00	1.68222e-10	4.00137e+00
1.18016e+00	1.68882e-10	4.00127e+00
1.19016e+00	1.69568e-10	4.00136e+00
1.20019e+00	1.70000e-10	4.00135e+00
1.21018e+00	1.70654e-10	4.00136e+00
1.22017e+00	1.71318e-10	4.00131e+00
1.23017e+00	1.71998e-10	4.00133e+00
1.24019e+00	1.72647e-10	4.00131e+00
1.25018e+00	1.73341e-10	4.00131e+00
1.26017e+00	1.73990e-10	4.00131e+00
1.27017e+00	1.74636e-10	4.00136e+00
1.28020e+00	1.75689e-10	4.00127e+00
1.29019e+00	1.76225e-10	4.00124e+00
1.30019e+00	1.76860e-10	4.00129e+00
1.31017e+00	1.77410e-10	4.00133e+00
1.32017e+00	1.78027e-10	4.00136e+00
1.33020e+00	1.78642e-10	4.00137e+00
1.34019e+00	1.78992e-10	4.00137e+00
1.35018e+00	1.79720e-10	4.00139e+00
1.36018e+00	1.80485e-10	4.00136e+00
1.37021e+00	1.81174e-10	4.00134e+00
1.38020e+00	1.81829e-10	4.00133e+00
1.39019e+00	1.82515e-10	4.00132e+00
1.40018e+00	1.83272e-10	4.00133e+00
1.41017e+00	1.83887e-10	4.00134e+00
1.42019e+00	1.84620e-10	4.00135e+00
1.43019e+00	1.85253e-10	4.00141e+00
1.44018e+00	1.85881e-10	4.00135e+00
1.45017e+00	1.86528e-10	4.00141e+00
1.46020e+00	1.87198e-10	4.00140e+00
1.47018e+00	1.87686e-10	4.00143e+00
1.48018e+00	1.88161e-10	4.00139e+00
1.49017e+00	1.88706e-10	4.00135e+00
1.50020e+00	1.89225e-10	4.00140e+00
1.51018e+00	1.89673e-10	4.00136e+00
1.52018e+00	1.90009e-10	4.00138e+00
1.53017e+00	1.90387e-10	4.00141e+00
1.54016e+00	1.90626e-10	4.00140e+00
1.55019e+00	1.91009e-10	4.00143e+00
1.56018e+00	1.91242e-10	4.00136e+00
1.57017e+00	1.91431e-10	4.00133e+00
1.58016e+00	1.91474e-10	4.00134e+00
1.59019e+00	1.91444e-10	4.00131e+00
