VDS	ID	VGB
1.50108e-01	8.36575e-12	3.00133e+00
1.60109e-01	8.94547e-12	3.00130e+00
1.70107e-01	9.55820e-12	3.00133e+00
1.80102e-01	1.00930e-11	3.00129e+00
1.90105e-01	1.06453e-11	3.00133e+00
2.00106e-01	1.12053e-11	3.00134e+00
2.10113e-01	1.17154e-11	3.00134e+00
2.20099e-01	1.21869e-11	3.00140e+00
2.30128e-01	1.26860e-11	3.00135e+00
2.40126e-01	1.31689e-11	3.00140e+00
2.50124e-01	1.36524e-11	3.00137e+00
2.60118e-01	1.40781e-11	3.00134e+00
2.70146e-01	1.45360e-11	3.00142e+00
2.80138e-01	1.49683e-11	3.00145e+00
2.90141e-01	1.53555e-11	3.00137e+00
3.00135e-01	1.57683e-11	3.00136e+00
3.10156e-01	1.61195e-11	3.00136e+00
3.20148e-01	1.64841e-11	3.00136e+00
3.30145e-01	1.68387e-11	3.00133e+00
3.40135e-01	1.71969e-11	3.00131e+00
3.50132e-01	1.75095e-11	3.00126e+00
3.60155e-01	1.78307e-11	3.00131e+00
3.70152e-01	1.81322e-11	3.00131e+00
3.80149e-01	1.84046e-11	3.00127e+00
3.90138e-01	1.86908e-11	3.00126e+00
4.00170e-01	1.89505e-11	3.00134e+00
4.10165e-01	1.92145e-11	3.00138e+00
4.20162e-01	1.94622e-11	3.00134e+00
4.30150e-01	1.97234e-11	3.00133e+00
4.40144e-01	1.99608e-11	3.00134e+00
4.50166e-01	2.01658e-11	3.00132e+00
4.60159e-01	2.03987e-11	3.00131e+00
4.70155e-01	2.06205e-11	3.00124e+00
4.80151e-01	2.08294e-11	3.00131e+00
4.90183e-01	2.10072e-11	3.00136e+00
5.00172e-01	2.11773e-11	3.00142e+00
5.10167e-01	2.13705e-11	3.00138e+00
5.20164e-01	2.15461e-11	3.00138e+00
5.30183e-01	2.17109e-11	3.00136e+00
5.40181e-01	2.19023e-11	3.00138e+00
5.50170e-01	2.20411e-11	3.00138e+00
5.60168e-01	2.21814e-11	3.00142e+00
5.70162e-01	2.23349e-11	3.00138e+00
5.80184e-01	2.24811e-11	3.00138e+00
5.90180e-01	2.26164e-11	3.00129e+00
6.00165e-01	2.27439e-11	3.00133e+00
6.10160e-01	2.28536e-11	3.00127e+00
6.20182e-01	2.29907e-11	3.00128e+00
6.30175e-01	2.31029e-11	3.00128e+00
6.40166e-01	2.32120e-11	3.00136e+00
6.50153e-01	2.33277e-11	3.00134e+00
6.60149e-01	2.34416e-11	3.00135e+00
6.70180e-01	2.35410e-11	3.00140e+00
6.80168e-01	2.36571e-11	3.00135e+00
6.90160e-01	2.37577e-11	3.00132e+00
7.00146e-01	2.38626e-11	3.00134e+00
7.10180e-01	2.39543e-11	3.00132e+00
7.20176e-01	2.40527e-11	3.00135e+00
7.30165e-01	2.41568e-11	3.00131e+00
7.40165e-01	2.42287e-11	3.00126e+00
7.50199e-01	2.43423e-11	3.00136e+00
7.60187e-01	2.44429e-11	3.00138e+00
7.70184e-01	2.45050e-11	3.00138e+00
7.80174e-01	2.45821e-11	3.00135e+00
