VGB	ID	VDS
7.90071e-01	7.91674e-09	1.00478e-01
8.00056e-01	9.21774e-09	1.00475e-01
8.10080e-01	1.07430e-08	1.00478e-01
8.20066e-01	1.25133e-08	1.00477e-01
8.30059e-01	1.45820e-08	1.00477e-01
8.40082e-01	1.70012e-08	1.00475e-01
8.50070e-01	1.98230e-08	1.00477e-01
8.60058e-01	2.31081e-08	1.00475e-01
8.70080e-01	2.69550e-08	1.00472e-01
8.80067e-01	3.14257e-08	1.00473e-01
8.90056e-01	3.66388e-08	1.00471e-01
9.00078e-01	4.27419e-08	1.00470e-01
9.10070e-01	4.98452e-08	1.00470e-01
9.20055e-01	5.81260e-08	1.00469e-01
9.30078e-01	6.78006e-08	1.00468e-01
9.40067e-01	7.90365e-08	1.00466e-01
9.50054e-01	9.21252e-08	1.00464e-01
9.60079e-01	1.07491e-07	1.00473e-01
9.70073e-01	1.25255e-07	1.00472e-01
9.80062e-01	1.45836e-07	1.00469e-01
9.90085e-01	1.69838e-07	1.00470e-01
1.00007e+00	1.97491e-07	1.00470e-01
1.01006e+00	2.29619e-07	1.00471e-01
1.02008e+00	2.66864e-07	1.00472e-01
1.03007e+00	3.09671e-07	1.00471e-01
1.04009e+00	3.59304e-07	1.00472e-01
1.05008e+00	4.15919e-07	1.00471e-01
1.06007e+00	4.81245e-07	1.00472e-01
1.07010e+00	5.56131e-07	1.00472e-01
1.08008e+00	6.41260e-07	1.00472e-01
1.09007e+00	7.38056e-07	1.00471e-01
1.10009e+00	8.48848e-07	1.00469e-01
1.11008e+00	9.73798e-07	1.00471e-01
1.12007e+00	1.11445e-06	1.00472e-01
1.13009e+00	1.27343e-06	1.00471e-01
1.14008e+00	1.45047e-06	1.00470e-01
1.15006e+00	1.64819e-06	1.00470e-01
1.16009e+00	1.86977e-06	1.00470e-01
1.17007e+00	2.11367e-06	1.00469e-01
1.18006e+00	2.38473e-06	1.00469e-01
1.19009e+00	2.68232e-06	1.00470e-01
1.20008e+00	3.00623e-06	1.00470e-01
1.21006e+00	3.36271e-06	1.00467e-01
1.22008e+00	3.75003e-06	1.00468e-01
1.23007e+00	4.16764e-06	1.00467e-01
1.24006e+00	4.61845e-06	1.00467e-01
1.25008e+00	5.10424e-06	1.00465e-01
1.26007e+00	5.62146e-06	1.00465e-01
1.27006e+00	6.17762e-06	1.00466e-01
1.28008e+00	6.76878e-06	1.00463e-01
1.29007e+00	7.39244e-06	1.00466e-01
1.30009e+00	8.05447e-06	1.00463e-01
1.31008e+00	8.74699e-06	1.00463e-01
1.32006e+00	9.47434e-06	1.00463e-01
1.33009e+00	1.02388e-05	1.00468e-01
1.34007e+00	1.10317e-05	1.00468e-01
1.35007e+00	1.18593e-05	1.00468e-01
1.36009e+00	1.27189e-05	1.00467e-01
1.37008e+00	1.36063e-05	1.00468e-01
1.38006e+00	1.45231e-05	1.00468e-01
1.39009e+00	1.54706e-05	1.00468e-01
1.40007e+00	1.64386e-05	1.00469e-01
1.41006e+00	1.74360e-05	1.00468e-01
1.42008e+00	1.84559e-05	1.00468e-01
1.43008e+00	1.94988e-05	1.00467e-01
1.44006e+00	2.05601e-05	1.00467e-01
1.45009e+00	2.16467e-05	1.00468e-01
1.46007e+00	2.27466e-05	1.00468e-01
1.47006e+00	2.38611e-05	1.00468e-01
1.48008e+00	2.49989e-05	1.00468e-01
1.49007e+00	2.61457e-05	1.00468e-01
1.50006e+00	2.73068e-05	1.00467e-01
1.51008e+00	2.84841e-05	1.00469e-01
1.52007e+00	2.96698e-05	1.00469e-01
1.53009e+00	3.08720e-05	1.00466e-01
1.54007e+00	3.20775e-05	1.00468e-01
1.55007e+00	3.32939e-05	1.00470e-01
1.56008e+00	3.45246e-05	1.00468e-01
1.57008e+00	3.57526e-05	1.00470e-01
1.58007e+00	3.69916e-05	1.00468e-01
1.59009e+00	3.82448e-05	1.00470e-01
1.60007e+00	3.94936e-05	1.00470e-01
1.61006e+00	4.07473e-05	1.00469e-01
1.62008e+00	4.20030e-05	1.00471e-01
1.63007e+00	4.32645e-05	1.00470e-01
1.64005e+00	4.45302e-05	1.00472e-01
1.65008e+00	4.58013e-05	1.00472e-01
1.66007e+00	4.70721e-05	1.00473e-01
1.67006e+00	4.83461e-05	1.00470e-01
1.68008e+00	4.96260e-05	1.00470e-01
1.69007e+00	5.08998e-05	1.00470e-01
1.70005e+00	5.21806e-05	1.00469e-01
1.71007e+00	5.34640e-05	1.00469e-01
1.72007e+00	5.47339e-05	1.00469e-01
1.73005e+00	5.60142e-05	1.00470e-01
1.74007e+00	5.73017e-05	1.00471e-01
1.75006e+00	5.85777e-05	1.00471e-01
1.76004e+00	5.98498e-05	1.00471e-01
1.77006e+00	6.11337e-05	1.00471e-01
1.78005e+00	6.24084e-05	1.00471e-01
1.79008e+00	6.36830e-05	1.00471e-01
1.80007e+00	6.49606e-05	1.00472e-01
1.81005e+00	6.62323e-05	1.00472e-01
1.82007e+00	6.75034e-05	1.00471e-01
1.83006e+00	6.87754e-05	1.00471e-01
1.84004e+00	7.00369e-05	1.00470e-01
1.85006e+00	7.13019e-05	1.00471e-01
1.86005e+00	7.25693e-05	1.00471e-01
1.87004e+00	7.38318e-05	1.00471e-01
1.88006e+00	7.50901e-05	1.00469e-01
1.89005e+00	7.63420e-05	1.00469e-01
1.90003e+00	7.75927e-05	1.00470e-01
1.91005e+00	7.88487e-05	1.00469e-01
1.92004e+00	8.00942e-05	1.00467e-01
1.93000e+00	8.13346e-05	1.00467e-01
1.94002e+00	8.25832e-05	1.00466e-01
1.95001e+00	8.38246e-05	1.00466e-01
1.96000e+00	8.50593e-05	1.00466e-01
1.97002e+00	8.62993e-05	1.00466e-01
1.98001e+00	8.75299e-05	1.00465e-01
1.98999e+00	8.87550e-05	1.00464e-01
2.00001e+00	8.99886e-05	1.00463e-01
2.01036e+00	9.12246e-05	1.00462e-01
2.02063e+00	9.24771e-05	1.00463e-01
2.03058e+00	9.36881e-05	1.00463e-01
2.04049e+00	9.48935e-05	1.00464e-01
2.05045e+00	9.60959e-05	1.00463e-01
2.06037e+00	9.72936e-05	1.00462e-01
2.07061e+00	9.85281e-05	1.00464e-01
2.08054e+00	9.97238e-05	1.00464e-01
2.09046e+00	1.00915e-04	1.00465e-01
2.10040e+00	1.02103e-04	1.00464e-01
2.11036e+00	1.03292e-04	1.00466e-01
2.12062e+00	1.04508e-04	1.00463e-01
2.13055e+00	1.05697e-04	1.00464e-01
2.14047e+00	1.06872e-04	1.00465e-01
2.15044e+00	1.08042e-04	1.00465e-01
2.16035e+00	1.09214e-04	1.00466e-01
2.17059e+00	1.10412e-04	1.00464e-01
2.18051e+00	1.11575e-04	1.00465e-01
2.19046e+00	1.12735e-04	1.00467e-01
2.20040e+00	1.13890e-04	1.00466e-01
2.21032e+00	1.15044e-04	1.00464e-01
2.22060e+00	1.16234e-04	1.00466e-01
2.23055e+00	1.17382e-04	1.00466e-01
2.24048e+00	1.18528e-04	1.00465e-01
2.25039e+00	1.19669e-04	1.00465e-01
2.26033e+00	1.20799e-04	1.00465e-01
2.27059e+00	1.21973e-04	1.00466e-01
2.28054e+00	1.23108e-04	1.00464e-01
2.29048e+00	1.24234e-04	1.00462e-01
2.30039e+00	1.25357e-04	1.00462e-01
2.31034e+00	1.26484e-04	1.00462e-01
2.32062e+00	1.27639e-04	1.00461e-01
2.33055e+00	1.28750e-04	1.00461e-01
2.34045e+00	1.29867e-04	1.00462e-01
2.35039e+00	1.30970e-04	1.00462e-01
2.36036e+00	1.32078e-04	1.00460e-01
2.37062e+00	1.33213e-04	1.00460e-01
2.38057e+00	1.34325e-04	1.00461e-01
2.39051e+00	1.35417e-04	1.00461e-01
2.40046e+00	1.36515e-04	1.00461e-01
2.41040e+00	1.37604e-04	1.00459e-01
2.42062e+00	1.38724e-04	1.00459e-01
2.43057e+00	1.39810e-04	1.00459e-01
2.44050e+00	1.40890e-04	1.00460e-01
2.45041e+00	1.41968e-04	1.00461e-01
2.46035e+00	1.43044e-04	1.00461e-01
2.47029e+00	1.44113e-04	1.00461e-01
2.48054e+00	1.45221e-04	1.00462e-01
2.49048e+00	1.46287e-04	1.00461e-01
2.50041e+00	1.47346e-04	1.00461e-01
2.51034e+00	1.48404e-04	1.00462e-01
2.52027e+00	1.49464e-04	1.00462e-01
2.53054e+00	1.50541e-04	1.00461e-01
2.54047e+00	1.51601e-04	1.00460e-01
2.55039e+00	1.52655e-04	1.00461e-01
2.56033e+00	1.53693e-04	1.00461e-01
2.57031e+00	1.54742e-04	1.00461e-01
2.58055e+00	1.55813e-04	1.00460e-01
2.59045e+00	1.56849e-04	1.00460e-01
2.60039e+00	1.57884e-04	1.00459e-01
2.61033e+00	1.58914e-04	1.00459e-01
2.62031e+00	1.59946e-04	1.00462e-01
2.63056e+00	1.61005e-04	1.00461e-01
2.64050e+00	1.62032e-04	1.00461e-01
2.65047e+00	1.63052e-04	1.00461e-01
2.66042e+00	1.64066e-04	1.00461e-01
2.67035e+00	1.65081e-04	1.00463e-01
2.68058e+00	1.66126e-04	1.00462e-01
2.69053e+00	1.67136e-04	1.00461e-01
2.70051e+00	1.68141e-04	1.00461e-01
2.71041e+00	1.69144e-04	1.00460e-01
2.72034e+00	1.70146e-04	1.00461e-01
2.73059e+00	1.71179e-04	1.00462e-01
2.74055e+00	1.72167e-04	1.00460e-01
2.75047e+00	1.73167e-04	1.00461e-01
2.76039e+00	1.74149e-04	1.00463e-01
2.77030e+00	1.75139e-04	1.00463e-01
2.78060e+00	1.76154e-04	1.00462e-01
2.79058e+00	1.77144e-04	1.00462e-01
2.80052e+00	1.78123e-04	1.00462e-01
2.81041e+00	1.79096e-04	1.00461e-01
2.82037e+00	1.80070e-04	1.00464e-01
2.83064e+00	1.81081e-04	1.00463e-01
2.84059e+00	1.82048e-04	1.00463e-01
2.85050e+00	1.83009e-04	1.00462e-01
2.86046e+00	1.83977e-04	1.00463e-01
2.87041e+00	1.84941e-04	1.00462e-01
2.88068e+00	1.85930e-04	1.00463e-01
2.89056e+00	1.86881e-04	1.00463e-01
2.90050e+00	1.87836e-04	1.00463e-01
2.91046e+00	1.88784e-04	1.00462e-01
2.92038e+00	1.89734e-04	1.00464e-01
2.93063e+00	1.90713e-04	1.00465e-01
2.94057e+00	1.91656e-04	1.00461e-01
2.95052e+00	1.92601e-04	1.00463e-01
2.96045e+00	1.93544e-04	1.00463e-01
2.97036e+00	1.94474e-04	1.00463e-01
2.98062e+00	1.95438e-04	1.00462e-01
2.99057e+00	1.96371e-04	1.00461e-01
3.00053e+00	1.97294e-04	1.00462e-01
3.01044e+00	1.98226e-04	1.00463e-01
3.02038e+00	1.99147e-04	1.00464e-01
3.03064e+00	2.00107e-04	1.00463e-01
3.04060e+00	2.01020e-04	1.00463e-01
3.05055e+00	2.01940e-04	1.00462e-01
3.06045e+00	2.02855e-04	1.00464e-01
3.07039e+00	2.03767e-04	1.00463e-01
3.08068e+00	2.04710e-04	1.00460e-01
3.09062e+00	2.05616e-04	1.00461e-01
3.10055e+00	2.06523e-04	1.00463e-01
3.11049e+00	2.07433e-04	1.00463e-01
3.12046e+00	2.08338e-04	1.00463e-01
3.13071e+00	2.09260e-04	1.00462e-01
3.14062e+00	2.10157e-04	1.00463e-01
3.15055e+00	2.11052e-04	1.00463e-01
3.16048e+00	2.11948e-04	1.00461e-01
3.17044e+00	2.12838e-04	1.00464e-01
3.18070e+00	2.13749e-04	1.00463e-01
3.19065e+00	2.14639e-04	1.00461e-01
3.20055e+00	2.15521e-04	1.00461e-01
3.21050e+00	2.16408e-04	1.00462e-01
3.22044e+00	2.17290e-04	1.00462e-01
3.23068e+00	2.18189e-04	1.00462e-01
3.24063e+00	2.19064e-04	1.00462e-01
3.25056e+00	2.19936e-04	1.00461e-01
3.26048e+00	2.20807e-04	1.00460e-01
3.27042e+00	2.21672e-04	1.00461e-01
3.28069e+00	2.22576e-04	1.00459e-01
3.29062e+00	2.23438e-04	1.00460e-01
3.30058e+00	2.24289e-04	1.00461e-01
3.31049e+00	2.25162e-04	1.00459e-01
3.32042e+00	2.26018e-04	1.00458e-01
3.33071e+00	2.26898e-04	1.00459e-01
3.34064e+00	2.27764e-04	1.00462e-01
3.35055e+00	2.28619e-04	1.00462e-01
3.36051e+00	2.29470e-04	1.00462e-01
3.37043e+00	2.30315e-04	1.00460e-01
3.38069e+00	2.31192e-04	1.00462e-01
3.39060e+00	2.32035e-04	1.00462e-01
3.40055e+00	2.32883e-04	1.00464e-01
3.41048e+00	2.33724e-04	1.00462e-01
3.42043e+00	2.34563e-04	1.00464e-01
3.43066e+00	2.35425e-04	1.00464e-01
3.44064e+00	2.36268e-04	1.00463e-01
3.45058e+00	2.37097e-04	1.00464e-01
3.46054e+00	2.37930e-04	1.00464e-01
3.47045e+00	2.38750e-04	1.00463e-01
3.48071e+00	2.39616e-04	1.00463e-01
3.49063e+00	2.40439e-04	1.00464e-01
3.50060e+00	2.41258e-04	1.00465e-01
3.51054e+00	2.42079e-04	1.00465e-01
3.52044e+00	2.42909e-04	1.00465e-01
3.53073e+00	2.43756e-04	1.00465e-01
3.54065e+00	2.44575e-04	1.00466e-01
3.55059e+00	2.45384e-04	1.00464e-01
3.56056e+00	2.46198e-04	1.00465e-01
3.57047e+00	2.47005e-04	1.00465e-01
3.58072e+00	2.47831e-04	1.00464e-01
3.59068e+00	2.48644e-04	1.00463e-01
3.60061e+00	2.49449e-04	1.00463e-01
3.61055e+00	2.50255e-04	1.00463e-01
3.62047e+00	2.51048e-04	1.00461e-01
3.63074e+00	2.51877e-04	1.00465e-01
3.64067e+00	2.52678e-04	1.00464e-01
3.65058e+00	2.53472e-04	1.00463e-01
3.66051e+00	2.54272e-04	1.00465e-01
3.67046e+00	2.55063e-04	1.00463e-01
3.68070e+00	2.55880e-04	1.00464e-01
3.69064e+00	2.56678e-04	1.00466e-01
3.70059e+00	2.57463e-04	1.00465e-01
3.71051e+00	2.58250e-04	1.00462e-01
3.72046e+00	2.59027e-04	1.00463e-01
3.73040e+00	2.59811e-04	1.00463e-01
3.74066e+00	2.60620e-04	1.00464e-01
3.75059e+00	2.61387e-04	1.00463e-01
3.76054e+00	2.62164e-04	1.00462e-01
3.77048e+00	2.62943e-04	1.00462e-01
3.78040e+00	2.63715e-04	1.00461e-01
3.79066e+00	2.64517e-04	1.00461e-01
3.80060e+00	2.65289e-04	1.00461e-01
3.81055e+00	2.66054e-04	1.00461e-01
3.82047e+00	2.66824e-04	1.00461e-01
3.83041e+00	2.67590e-04	1.00461e-01
3.84067e+00	2.68377e-04	1.00461e-01
3.85063e+00	2.69133e-04	1.00462e-01
3.86055e+00	2.69904e-04	1.00461e-01
3.87048e+00	2.70667e-04	1.00460e-01
3.88045e+00	2.71416e-04	1.00459e-01
3.89071e+00	2.72198e-04	1.00460e-01
3.90061e+00	2.72949e-04	1.00458e-01
3.91053e+00	2.73703e-04	1.00458e-01
3.92045e+00	2.74457e-04	1.00458e-01
3.93043e+00	2.75209e-04	1.00459e-01
3.94070e+00	2.75985e-04	1.00459e-01
3.95062e+00	2.76734e-04	1.00460e-01
3.96055e+00	2.77479e-04	1.00460e-01
3.97053e+00	2.78218e-04	1.00458e-01
3.98046e+00	2.78961e-04	1.00458e-01
3.99069e+00	2.79732e-04	1.00459e-01
4.00061e+00	2.80473e-04	1.00460e-01
4.01055e+00	2.81213e-04	1.00459e-01
4.02050e+00	2.81946e-04	1.00459e-01
4.03043e+00	2.82677e-04	1.00459e-01
4.04067e+00	2.83429e-04	1.00457e-01
4.05065e+00	2.84172e-04	1.00459e-01
4.06059e+00	2.84893e-04	1.00459e-01
4.07050e+00	2.85627e-04	1.00459e-01
4.08044e+00	2.86352e-04	1.00457e-01
4.09071e+00	2.87097e-04	1.00457e-01
4.10071e+00	2.87833e-04	1.00458e-01
4.11062e+00	2.88547e-04	1.00456e-01
4.12057e+00	2.89276e-04	1.00456e-01
4.13049e+00	2.89991e-04	1.00457e-01
4.14077e+00	2.90738e-04	1.00455e-01
4.15070e+00	2.91448e-04	1.00456e-01
4.16061e+00	2.92172e-04	1.00456e-01
4.17056e+00	2.92891e-04	1.00457e-01
4.18054e+00	2.93604e-04	1.00457e-01
4.19078e+00	2.94342e-04	1.00458e-01
4.20069e+00	2.95045e-04	1.00457e-01
4.21065e+00	2.95759e-04	1.00457e-01
4.22058e+00	2.96460e-04	1.00455e-01
4.23052e+00	2.97170e-04	1.00456e-01
4.24077e+00	2.97905e-04	1.00457e-01
4.25071e+00	2.98599e-04	1.00457e-01
4.26067e+00	2.99302e-04	1.00456e-01
4.27062e+00	3.00006e-04	1.00455e-01
4.28055e+00	3.00706e-04	1.00455e-01
4.29077e+00	3.01424e-04	1.00455e-01
4.30072e+00	3.02119e-04	1.00454e-01
4.31068e+00	3.02817e-04	1.00453e-01
4.32062e+00	3.03508e-04	1.00454e-01
4.33055e+00	3.04208e-04	1.00455e-01
4.34081e+00	3.04928e-04	1.00455e-01
4.35076e+00	3.05620e-04	1.00454e-01
4.36069e+00	3.06310e-04	1.00456e-01
4.37064e+00	3.06996e-04	1.00455e-01
4.38057e+00	3.07686e-04	1.00455e-01
4.39085e+00	3.08395e-04	1.00455e-01
4.40079e+00	3.09077e-04	1.00453e-01
4.41071e+00	3.09755e-04	1.00454e-01
4.42064e+00	3.10432e-04	1.00454e-01
4.43061e+00	3.11126e-04	1.00452e-01
4.44088e+00	3.11822e-04	1.00455e-01
4.45080e+00	3.12505e-04	1.00454e-01
4.46070e+00	3.13173e-04	1.00454e-01
4.47066e+00	3.13852e-04	1.00454e-01
4.48062e+00	3.14525e-04	1.00454e-01
4.49086e+00	3.15216e-04	1.00452e-01
4.50080e+00	3.15886e-04	1.00452e-01
4.51075e+00	3.16554e-04	1.00453e-01
4.52073e+00	3.17223e-04	1.00453e-01
4.53066e+00	3.17893e-04	1.00453e-01
4.54087e+00	3.18592e-04	1.00453e-01
4.55080e+00	3.19253e-04	1.00455e-01
4.56076e+00	3.19918e-04	1.00455e-01
4.57068e+00	3.20590e-04	1.00458e-01
4.58060e+00	3.21254e-04	1.00456e-01
4.59087e+00	3.21941e-04	1.00458e-01
4.60082e+00	3.22596e-04	1.00457e-01
4.61077e+00	3.23260e-04	1.00458e-01
4.62068e+00	3.23917e-04	1.00458e-01
4.63060e+00	3.24569e-04	1.00457e-01
4.64086e+00	3.25239e-04	1.00457e-01
4.65080e+00	3.25894e-04	1.00458e-01
4.66073e+00	3.26546e-04	1.00459e-01
4.67066e+00	3.27202e-04	1.00457e-01
4.68060e+00	3.27851e-04	1.00458e-01
4.69089e+00	3.28528e-04	1.00456e-01
4.70080e+00	3.29167e-04	1.00456e-01
4.71073e+00	3.29812e-04	1.00457e-01
4.72066e+00	3.30455e-04	1.00457e-01
4.73062e+00	3.31100e-04	1.00458e-01
4.74085e+00	3.31761e-04	1.00458e-01
4.75077e+00	3.32409e-04	1.00457e-01
4.76075e+00	3.33057e-04	1.00458e-01
4.77068e+00	3.33691e-04	1.00457e-01
4.78065e+00	3.34328e-04	1.00456e-01
4.79088e+00	3.34991e-04	1.00457e-01
4.80081e+00	3.35633e-04	1.00458e-01
4.81075e+00	3.36261e-04	1.00456e-01
4.82070e+00	3.36892e-04	1.00457e-01
4.83063e+00	3.37527e-04	1.00457e-01
4.84090e+00	3.38173e-04	1.00454e-01
4.85085e+00	3.38803e-04	1.00452e-01
4.86076e+00	3.39441e-04	1.00455e-01
4.87069e+00	3.40074e-04	1.00456e-01
4.88062e+00	3.40704e-04	1.00454e-01
4.89089e+00	3.41355e-04	1.00454e-01
4.90083e+00	3.41979e-04	1.00456e-01
4.91076e+00	3.42603e-04	1.00457e-01
4.92072e+00	3.43221e-04	1.00457e-01
4.93066e+00	3.43849e-04	1.00456e-01
4.94061e+00	3.44477e-04	1.00456e-01
4.95084e+00	3.45124e-04	1.00457e-01
4.96076e+00	3.45739e-04	1.00457e-01
4.97070e+00	3.46359e-04	1.00460e-01
4.98065e+00	3.46977e-04	1.00460e-01
4.99058e+00	3.47587e-04	1.00460e-01
5.00085e+00	3.48230e-04	1.00459e-01
-1.50442e-05	7.85971e-12	1.00048e+00
1.00380e-02	8.00240e-12	1.00048e+00
2.00351e-02	8.10599e-12	1.00048e+00
3.00379e-02	8.27753e-12	1.00047e+00
4.00439e-02	8.55351e-12	1.00047e+00
5.00404e-02	8.82077e-12	1.00047e+00
6.00464e-02	9.01127e-12	1.00048e+00
7.00474e-02	9.20308e-12	1.00048e+00
8.00484e-02	9.34088e-12	1.00049e+00
9.00449e-02	9.46844e-12	1.00049e+00
1.00039e-01	9.61494e-12	1.00049e+00
1.10036e-01	9.72462e-12	1.00049e+00
1.20037e-01	9.87852e-12	1.00049e+00
1.30039e-01	1.00803e-11	1.00049e+00
1.40036e-01	1.02658e-11	1.00048e+00
1.50031e-01	1.06927e-11	1.00047e+00
1.60032e-01	1.19748e-11	1.00048e+00
1.70035e-01	1.38171e-11	1.00047e+00
1.80037e-01	1.49511e-11	1.00047e+00
1.90030e-01	1.55177e-11	1.00047e+00
2.00026e-01	1.59190e-11	1.00047e+00
2.10039e-01	1.63292e-11	1.00048e+00
2.20026e-01	1.67056e-11	1.00049e+00
2.30022e-01	1.70941e-11	1.00049e+00
2.40045e-01	1.75403e-11	1.00049e+00
2.50030e-01	1.80326e-11	1.00048e+00
2.60052e-01	1.85498e-11	1.00048e+00
2.70044e-01	1.91408e-11	1.00048e+00
2.80031e-01	1.98680e-11	1.00049e+00
2.90056e-01	2.06972e-11	1.00048e+00
3.00043e-01	2.15365e-11	1.00047e+00
3.10030e-01	2.25946e-11	1.00047e+00
3.20057e-01	2.37126e-11	1.00047e+00
3.30050e-01	2.51398e-11	1.00047e+00
3.40036e-01	2.66592e-11	1.00047e+00
3.50065e-01	2.83753e-11	1.00047e+00
3.60052e-01	3.03577e-11	1.00047e+00
3.70042e-01	3.27028e-11	1.00047e+00
3.80065e-01	3.54371e-11	1.00047e+00
3.90063e-01	3.84350e-11	1.00047e+00
4.00051e-01	4.19257e-11	1.00047e+00
4.10068e-01	4.60995e-11	1.00047e+00
4.20057e-01	5.07334e-11	1.00048e+00
4.30043e-01	5.62655e-11	1.00047e+00
4.40069e-01	6.24832e-11	1.00048e+00
4.50054e-01	6.97131e-11	1.00047e+00
4.60040e-01	7.79837e-11	1.00046e+00
4.70070e-01	8.77205e-11	1.00046e+00
4.80062e-01	9.88573e-11	1.00046e+00
4.90049e-01	1.11704e-10	1.00047e+00
5.00072e-01	1.26776e-10	1.00046e+00
5.10061e-01	1.43922e-10	1.00047e+00
5.20082e-01	1.63978e-10	1.00047e+00
5.30066e-01	1.86928e-10	1.00046e+00
5.40054e-01	2.13729e-10	1.00047e+00
5.50077e-01	2.44841e-10	1.00047e+00
5.60066e-01	2.80765e-10	1.00047e+00
5.70055e-01	3.22445e-10	1.00047e+00
5.80080e-01	3.70935e-10	1.00047e+00
5.90075e-01	4.27334e-10	1.00047e+00
6.00062e-01	4.91941e-10	1.00048e+00
6.10085e-01	5.67715e-10	1.00047e+00
6.20073e-01	6.55432e-10	1.00046e+00
6.30055e-01	7.56962e-10	1.00046e+00
6.40080e-01	8.76074e-10	1.00046e+00
6.50067e-01	1.01357e-09	1.00046e+00
6.60049e-01	1.17355e-09	1.00046e+00
6.70074e-01	1.36024e-09	1.00046e+00
6.80063e-01	1.57620e-09	1.00046e+00
6.90049e-01	1.82794e-09	1.00046e+00
7.00076e-01	2.12111e-09	1.00046e+00
7.10061e-01	2.46270e-09	1.00046e+00
7.20048e-01	2.86086e-09	1.00046e+00
7.30072e-01	3.32513e-09	1.00046e+00
7.40058e-01	3.86540e-09	1.00046e+00
7.50045e-01	4.49308e-09	1.00046e+00
7.60071e-01	5.22981e-09	1.00047e+00
7.70058e-01	6.08249e-09	1.00046e+00
7.80077e-01	7.08088e-09	1.00046e+00
7.90064e-01	8.24368e-09	1.00046e+00
8.00051e-01	9.60055e-09	1.00046e+00
8.10074e-01	1.11876e-08	1.00046e+00
8.20063e-01	1.30298e-08	1.00046e+00
8.30054e-01	1.51862e-08	1.00046e+00
8.40080e-01	1.77059e-08	1.00046e+00
8.50068e-01	2.06467e-08	1.00046e+00
8.60053e-01	2.40705e-08	1.00046e+00
8.70075e-01	2.80900e-08	1.00046e+00
8.80065e-01	3.27632e-08	1.00046e+00
8.90053e-01	3.82061e-08	1.00046e+00
9.00077e-01	4.45879e-08	1.00046e+00
9.10065e-01	5.20181e-08	1.00046e+00
9.20051e-01	6.06677e-08	1.00046e+00
9.30076e-01	7.08179e-08	1.00046e+00
9.40063e-01	8.25613e-08	1.00046e+00
9.50053e-01	9.62576e-08	1.00046e+00
9.60076e-01	1.12361e-07	1.00046e+00
9.70067e-01	1.31003e-07	1.00046e+00
9.80053e-01	1.52579e-07	1.00046e+00
9.90079e-01	1.77843e-07	1.00047e+00
1.00007e+00	2.06938e-07	1.00047e+00
1.01005e+00	2.40616e-07	1.00047e+00
1.02008e+00	2.79812e-07	1.00047e+00
1.03006e+00	3.25051e-07	1.00047e+00
1.04009e+00	3.77270e-07	1.00047e+00
1.05007e+00	4.37234e-07	1.00046e+00
1.06006e+00	5.06176e-07	1.00046e+00
1.07009e+00	5.85399e-07	1.00046e+00
1.08008e+00	6.75990e-07	1.00046e+00
1.09007e+00	7.79258e-07	1.00046e+00
1.10009e+00	8.97204e-07	1.00046e+00
1.11007e+00	1.02971e-06	1.00047e+00
1.12006e+00	1.18103e-06	1.00046e+00
1.13009e+00	1.35178e-06	1.00046e+00
1.14007e+00	1.54263e-06	1.00046e+00
1.15006e+00	1.75684e-06	1.00046e+00
1.16008e+00	1.99592e-06	1.00047e+00
1.17007e+00	2.26115e-06	1.00046e+00
1.18006e+00	2.55648e-06	1.00047e+00
1.19008e+00	2.88387e-06	1.00047e+00
1.20007e+00	3.24301e-06	1.00047e+00
1.21006e+00	3.63754e-06	1.00047e+00
1.22008e+00	4.06944e-06	1.00047e+00
1.23007e+00	4.53964e-06	1.00047e+00
1.24006e+00	5.04943e-06	1.00047e+00
1.25008e+00	5.60536e-06	1.00047e+00
1.26007e+00	6.20057e-06	1.00046e+00
1.27006e+00	6.84631e-06	1.00047e+00
1.28008e+00	7.53876e-06	1.00046e+00
1.29007e+00	8.27993e-06	1.00046e+00
1.30009e+00	9.07719e-06	1.00046e+00
1.31008e+00	9.91920e-06	1.00046e+00
1.32006e+00	1.08137e-05	1.00047e+00
1.33009e+00	1.17735e-05	1.00047e+00
1.34007e+00	1.27791e-05	1.00047e+00
1.35006e+00	1.38444e-05	1.00047e+00
1.36008e+00	1.49678e-05	1.00047e+00
1.37008e+00	1.61517e-05	1.00047e+00
1.38006e+00	1.73945e-05	1.00047e+00
1.39008e+00	1.87028e-05	1.00047e+00
1.40007e+00	2.00698e-05	1.00047e+00
1.41005e+00	2.14970e-05	1.00046e+00
1.42008e+00	2.29884e-05	1.00047e+00
1.43007e+00	2.45396e-05	1.00047e+00
1.44006e+00	2.61539e-05	1.00047e+00
1.45008e+00	2.78366e-05	1.00047e+00
1.46006e+00	2.95775e-05	1.00047e+00
1.47005e+00	3.13877e-05	1.00046e+00
1.48008e+00	3.32734e-05	1.00047e+00
1.49006e+00	3.52122e-05	1.00047e+00
1.50005e+00	3.72120e-05	1.00047e+00
1.51008e+00	3.92867e-05	1.00047e+00
1.52006e+00	4.14350e-05	1.00047e+00
1.53008e+00	4.36457e-05	1.00047e+00
1.54007e+00	4.59157e-05	1.00047e+00
1.55006e+00	4.82521e-05	1.00047e+00
1.56009e+00	5.06737e-05	1.00047e+00
1.57008e+00	5.31417e-05	1.00046e+00
1.58006e+00	5.56825e-05	1.00046e+00
1.59009e+00	5.83098e-05	1.00046e+00
