VGB	ID	VDS
2.77022e+00	1.93671e-05	1.05056e-02
2.78051e+00	1.94699e-05	1.05086e-02
2.79046e+00	1.95746e-05	1.05072e-02
2.80038e+00	1.96759e-05	1.05088e-02
2.81033e+00	1.97745e-05	1.05072e-02
2.82026e+00	1.98692e-05	1.05046e-02
2.83055e+00	1.99722e-05	1.05061e-02
2.84049e+00	2.00730e-05	1.05038e-02
2.85040e+00	2.01679e-05	1.05031e-02
2.86036e+00	2.02663e-05	1.05036e-02
2.87034e+00	2.03662e-05	1.05047e-02
2.88059e+00	2.04669e-05	1.05056e-02
2.89052e+00	2.05649e-05	1.05036e-02
2.90047e+00	2.06629e-05	1.05050e-02
2.91040e+00	2.07606e-05	1.05069e-02
2.92034e+00	2.08597e-05	1.05083e-02
2.93058e+00	2.09602e-05	1.05072e-02
2.94050e+00	2.10544e-05	1.05089e-02
2.95050e+00	2.11488e-05	1.05093e-02
2.96045e+00	2.12437e-05	1.05080e-02
2.97034e+00	2.13419e-05	1.05071e-02
2.98062e+00	2.14391e-05	1.05084e-02
2.99055e+00	2.15327e-05	1.05088e-02
3.00051e+00	2.16260e-05	1.05068e-02
3.01044e+00	2.17177e-05	1.05072e-02
3.02037e+00	2.18137e-05	1.05063e-02
3.03064e+00	2.19165e-05	1.05066e-02
3.04059e+00	2.20055e-05	1.05072e-02
3.05051e+00	2.21016e-05	1.05062e-02
3.06044e+00	2.21969e-05	1.05081e-02
3.07036e+00	2.22911e-05	1.05079e-02
3.08065e+00	2.23876e-05	1.05088e-02
3.09058e+00	2.24787e-05	1.05090e-02
3.10050e+00	2.25715e-05	1.05088e-02
3.11044e+00	2.26624e-05	1.05087e-02
3.12039e+00	2.27578e-05	1.05089e-02
3.13063e+00	2.28519e-05	1.05090e-02
3.14057e+00	2.29437e-05	1.05095e-02
3.15050e+00	2.30392e-05	1.05107e-02
3.16042e+00	2.31292e-05	1.05098e-02
3.17039e+00	2.32178e-05	1.05107e-02
3.18063e+00	2.33131e-05	1.05091e-02
3.19055e+00	2.33976e-05	1.05082e-02
3.20050e+00	2.34868e-05	1.05091e-02
3.21046e+00	2.35810e-05	1.05097e-02
3.22037e+00	2.36758e-05	1.05102e-02
3.23064e+00	2.37703e-05	1.05100e-02
3.24058e+00	2.38553e-05	1.05110e-02
3.25054e+00	2.39471e-05	1.05099e-02
3.26046e+00	2.40348e-05	1.05105e-02
3.27038e+00	2.41205e-05	1.05084e-02
3.28066e+00	2.42089e-05	1.05081e-02
3.29059e+00	2.42929e-05	1.05074e-02
3.30053e+00	2.43837e-05	1.05062e-02
3.31043e+00	2.44696e-05	1.05080e-02
3.32037e+00	2.45586e-05	1.05065e-02
3.33065e+00	2.46476e-05	1.05059e-02
3.34058e+00	2.47376e-05	1.05069e-02
3.35051e+00	2.48280e-05	1.05075e-02
3.36046e+00	2.49113e-05	1.05072e-02
3.37039e+00	2.49995e-05	1.05078e-02
3.38065e+00	2.50878e-05	1.05068e-02
3.39058e+00	2.51755e-05	1.05067e-02
3.40052e+00	2.52549e-05	1.05064e-02
3.41044e+00	2.53417e-05	1.05061e-02
3.42040e+00	2.54250e-05	1.05054e-02
3.43067e+00	2.55164e-05	1.05055e-02
3.44059e+00	2.56000e-05	1.05056e-02
3.45052e+00	2.56804e-05	1.05020e-02
3.46047e+00	2.57684e-05	1.05059e-02
3.47039e+00	2.58459e-05	1.05036e-02
3.48065e+00	2.59369e-05	1.05037e-02
3.49058e+00	2.60192e-05	1.05026e-02
3.50052e+00	2.61083e-05	1.05041e-02
3.51044e+00	2.61918e-05	1.05027e-02
3.52036e+00	2.62677e-05	1.05022e-02
3.53064e+00	2.63554e-05	1.05020e-02
3.54057e+00	2.64373e-05	1.05029e-02
3.55051e+00	2.65260e-05	1.05026e-02
3.56045e+00	2.66041e-05	1.05017e-02
3.57037e+00	2.66810e-05	1.05001e-02
3.58062e+00	2.67691e-05	1.05007e-02
3.59059e+00	2.68494e-05	1.05011e-02
3.60053e+00	2.69324e-05	1.05017e-02
3.61048e+00	2.70134e-05	1.05008e-02
3.62038e+00	2.70960e-05	1.05026e-02
3.63065e+00	2.71860e-05	1.05021e-02
3.64058e+00	2.72656e-05	1.05023e-02
3.65051e+00	2.73462e-05	1.05025e-02
3.66044e+00	2.74249e-05	1.05007e-02
3.67039e+00	2.75085e-05	1.05005e-02
3.68065e+00	2.75916e-05	1.05011e-02
3.69058e+00	2.76798e-05	1.05030e-02
3.70052e+00	2.77526e-05	1.05011e-02
3.71046e+00	2.78317e-05	1.05023e-02
3.72042e+00	2.79172e-05	1.05023e-02
3.73037e+00	2.79983e-05	1.05020e-02
3.74059e+00	2.80766e-05	1.05036e-02
3.75054e+00	2.81613e-05	1.05011e-02
3.76047e+00	2.82392e-05	1.05012e-02
3.77041e+00	2.83129e-05	1.05011e-02
3.78035e+00	2.83921e-05	1.05001e-02
3.79061e+00	2.84723e-05	1.05012e-02
3.80056e+00	2.85509e-05	1.05011e-02
3.81050e+00	2.86277e-05	1.04993e-02
3.82043e+00	2.87049e-05	1.04992e-02
3.83036e+00	2.87807e-05	1.04992e-02
3.84063e+00	2.88571e-05	1.05000e-02
3.85059e+00	2.89459e-05	1.04996e-02
3.86051e+00	2.90243e-05	1.05001e-02
3.87044e+00	2.90997e-05	1.04980e-02
3.88036e+00	2.91769e-05	1.04978e-02
3.89066e+00	2.92549e-05	1.04995e-02
3.90057e+00	2.93375e-05	1.04990e-02
3.91047e+00	2.94105e-05	1.04978e-02
3.92041e+00	2.94794e-05	1.04987e-02
3.93037e+00	2.95587e-05	1.04982e-02
3.94065e+00	2.96364e-05	1.04979e-02
3.95056e+00	2.97223e-05	1.04975e-02
3.96050e+00	2.97954e-05	1.04977e-02
3.97047e+00	2.98714e-05	1.04990e-02
3.98037e+00	2.99483e-05	1.05000e-02
3.99061e+00	3.00268e-05	1.04988e-02
4.00056e+00	3.01070e-05	1.05004e-02
4.01052e+00	3.01815e-05	1.05002e-02
4.02047e+00	3.02605e-05	1.05004e-02
4.03037e+00	3.03335e-05	1.04990e-02
4.04063e+00	3.04149e-05	1.05010e-02
4.05059e+00	3.04899e-05	1.05011e-02
4.06053e+00	3.05665e-05	1.05016e-02
4.07044e+00	3.06367e-05	1.05002e-02
4.08038e+00	3.07107e-05	1.05012e-02
4.09062e+00	3.07913e-05	1.04997e-02
4.10064e+00	3.08661e-05	1.05013e-02
4.11056e+00	3.09371e-05	1.05001e-02
4.12050e+00	3.10093e-05	1.05011e-02
4.13042e+00	3.10798e-05	1.05031e-02
4.14070e+00	3.11673e-05	1.05033e-02
4.15062e+00	3.12420e-05	1.05031e-02
4.16056e+00	3.13168e-05	1.05049e-02
4.17047e+00	3.13845e-05	1.05033e-02
4.18046e+00	3.14610e-05	1.05056e-02
4.19070e+00	3.15420e-05	1.05075e-02
4.20061e+00	3.16187e-05	1.05058e-02
4.21055e+00	3.16917e-05	1.05067e-02
4.22051e+00	3.17622e-05	1.05066e-02
4.23042e+00	3.18347e-05	1.05067e-02
4.24066e+00	3.19065e-05	1.05078e-02
4.25061e+00	3.19767e-05	1.05060e-02
4.26057e+00	3.20603e-05	1.05079e-02
4.27051e+00	3.21264e-05	1.05079e-02
4.28045e+00	3.21998e-05	1.05072e-02
4.29066e+00	3.22667e-05	1.05088e-02
4.30064e+00	3.23482e-05	1.05096e-02
4.31058e+00	3.24227e-05	1.05087e-02
4.32050e+00	3.24885e-05	1.05106e-02
4.33042e+00	3.25648e-05	1.05081e-02
4.34070e+00	3.26322e-05	1.05080e-02
4.35066e+00	3.27006e-05	1.05082e-02
4.36056e+00	3.27749e-05	1.05094e-02
4.37046e+00	3.28483e-05	1.05067e-02
4.38043e+00	3.29181e-05	1.05087e-02
4.39069e+00	3.29960e-05	1.05088e-02
4.40063e+00	3.30647e-05	1.05084e-02
4.41054e+00	3.31339e-05	1.05077e-02
4.42046e+00	3.31902e-05	1.05057e-02
4.43039e+00	3.32637e-05	1.05073e-02
4.44068e+00	3.33353e-05	1.05073e-02
4.45059e+00	3.34020e-05	1.05071e-02
4.46051e+00	3.34688e-05	1.05054e-02
4.47046e+00	3.35378e-05	1.05079e-02
4.48040e+00	3.36181e-05	1.05079e-02
4.49064e+00	3.36911e-05	1.05087e-02
4.50059e+00	3.37592e-05	1.05075e-02
4.51053e+00	3.38271e-05	1.05089e-02
4.52049e+00	3.38888e-05	1.05083e-02
4.53044e+00	3.39649e-05	1.05065e-02
4.54068e+00	3.40379e-05	1.05092e-02
4.55061e+00	3.41089e-05	1.05091e-02
4.56056e+00	3.41735e-05	1.05098e-02
4.57050e+00	3.42402e-05	1.05074e-02
4.58040e+00	3.43029e-05	1.05084e-02
4.59069e+00	3.43810e-05	1.05079e-02
4.60064e+00	3.44391e-05	1.05084e-02
4.61057e+00	3.45080e-05	1.05076e-02
4.62047e+00	3.45855e-05	1.05075e-02
4.63044e+00	3.46380e-05	1.05078e-02
4.64067e+00	3.47115e-05	1.05060e-02
4.65060e+00	3.47756e-05	1.05076e-02
4.66057e+00	3.48389e-05	1.05055e-02
4.67050e+00	3.49055e-05	1.05060e-02
4.68043e+00	3.49760e-05	1.05068e-02
4.69069e+00	3.50469e-05	1.05080e-02
4.70062e+00	3.51131e-05	1.05093e-02
4.71057e+00	3.51776e-05	1.05084e-02
4.72049e+00	3.52518e-05	1.05103e-02
4.73043e+00	3.53171e-05	1.05103e-02
4.74069e+00	3.53838e-05	1.05091e-02
4.75059e+00	3.54541e-05	1.05086e-02
4.76057e+00	3.55182e-05	1.05094e-02
4.77052e+00	3.55788e-05	1.05093e-02
4.78046e+00	3.56513e-05	1.05086e-02
4.79071e+00	3.57168e-05	1.05088e-02
4.80065e+00	3.57835e-05	1.05099e-02
4.81057e+00	3.58481e-05	1.05096e-02
4.82052e+00	3.59141e-05	1.05105e-02
4.83045e+00	3.59754e-05	1.05108e-02
4.84071e+00	3.60491e-05	1.05100e-02
4.85066e+00	3.61040e-05	1.05095e-02
4.86062e+00	3.61745e-05	1.05101e-02
4.87055e+00	3.62369e-05	1.05093e-02
4.88048e+00	3.62935e-05	1.05082e-02
4.89075e+00	3.63657e-05	1.05086e-02
4.90067e+00	3.64221e-05	1.05069e-02
4.91060e+00	3.64855e-05	1.05064e-02
4.92055e+00	3.65533e-05	1.05058e-02
4.93045e+00	3.66164e-05	1.05058e-02
4.94043e+00	3.66811e-05	1.05063e-02
4.95068e+00	3.67450e-05	1.05055e-02
4.96058e+00	3.68139e-05	1.05083e-02
4.97052e+00	3.68785e-05	1.05073e-02
4.98045e+00	3.69435e-05	1.05064e-02
4.99041e+00	3.70040e-05	1.05074e-02
5.00065e+00	3.70596e-05	1.05072e-02
-2.95401e-05	-1.87063e-12	1.00509e-01
1.00248e-02	-1.65963e-12	1.00515e-01
2.00263e-02	-1.29187e-12	1.00512e-01
3.00293e-02	-1.00768e-12	1.00513e-01
4.00285e-02	-6.42300e-13	1.00513e-01
5.00324e-02	-4.10438e-13	1.00514e-01
6.00295e-02	-1.79052e-13	1.00516e-01
7.00348e-02	8.39233e-14	1.00520e-01
8.00348e-02	2.92063e-13	1.00517e-01
9.00332e-02	4.72665e-13	1.00518e-01
1.00031e-01	6.85692e-13	1.00516e-01
1.10031e-01	8.64029e-13	1.00514e-01
1.20037e-01	1.05596e-12	1.00514e-01
1.30034e-01	1.23560e-12	1.00512e-01
1.40032e-01	1.39725e-12	1.00508e-01
1.50027e-01	1.57142e-12	1.00508e-01
1.60025e-01	1.75107e-12	1.00505e-01
1.70026e-01	1.93989e-12	1.00501e-01
1.80022e-01	2.14386e-12	1.00500e-01
1.90022e-01	2.38669e-12	1.00500e-01
2.00022e-01	2.62201e-12	1.00498e-01
2.10033e-01	2.94685e-12	1.00499e-01
2.20020e-01	3.23308e-12	1.00496e-01
2.30008e-01	3.57461e-12	1.00501e-01
2.40034e-01	3.98648e-12	1.00497e-01
2.50021e-01	4.41551e-12	1.00501e-01
2.60045e-01	4.95028e-12	1.00501e-01
2.70037e-01	5.50210e-12	1.00503e-01
2.80021e-01	6.16503e-12	1.00505e-01
2.90045e-01	6.92999e-12	1.00508e-01
3.00033e-01	7.80666e-12	1.00513e-01
3.10021e-01	8.75723e-12	1.00517e-01
3.20050e-01	9.91178e-12	1.00510e-01
3.30033e-01	1.12021e-11	1.00507e-01
3.40017e-01	1.26775e-11	1.00504e-01
3.50040e-01	1.43749e-11	1.00501e-01
3.60027e-01	1.63212e-11	1.00505e-01
3.70018e-01	1.85283e-11	1.00498e-01
3.80045e-01	2.11071e-11	1.00498e-01
3.90031e-01	2.40706e-11	1.00500e-01
4.00020e-01	2.74738e-11	1.00497e-01
4.10050e-01	3.14288e-11	1.00499e-01
4.20036e-01	3.59504e-11	1.00499e-01
4.30028e-01	4.11786e-11	1.00496e-01
4.40042e-01	4.72571e-11	1.00491e-01
4.50027e-01	5.42250e-11	1.00497e-01
4.60016e-01	6.22426e-11	1.00495e-01
4.70049e-01	7.15901e-11	1.00490e-01
4.80042e-01	8.22867e-11	1.00492e-01
4.90033e-01	9.47492e-11	1.00491e-01
5.00057e-01	1.09196e-10	1.00484e-01
5.10041e-01	1.25796e-10	1.00483e-01
5.20064e-01	1.45131e-10	1.00482e-01
5.30051e-01	1.67429e-10	1.00483e-01
5.40039e-01	1.93221e-10	1.00483e-01
5.50059e-01	2.23264e-10	1.00479e-01
5.60050e-01	2.57839e-10	1.00482e-01
5.70042e-01	2.98123e-10	1.00481e-01
5.80068e-01	3.44811e-10	1.00481e-01
5.90056e-01	3.98869e-10	1.00485e-01
6.00044e-01	4.61480e-10	1.00485e-01
6.10069e-01	5.34412e-10	1.00484e-01
6.20056e-01	6.18867e-10	1.00480e-01
6.30047e-01	7.17055e-10	1.00475e-01
6.40070e-01	8.31406e-10	1.00471e-01
6.50054e-01	9.63833e-10	1.00473e-01
6.60039e-01	1.11815e-09	1.00474e-01
6.70068e-01	1.29784e-09	1.00475e-01
6.80055e-01	1.50611e-09	1.00474e-01
6.90042e-01	1.74864e-09	1.00476e-01
7.00065e-01	2.03099e-09	1.00477e-01
7.10052e-01	2.35971e-09	1.00477e-01
7.20041e-01	2.74131e-09	1.00477e-01
7.30063e-01	3.18789e-09	1.00479e-01
7.40048e-01	3.70561e-09	1.00478e-01
7.50041e-01	4.31111e-09	1.00477e-01
7.60070e-01	5.01755e-09	1.00478e-01
7.70059e-01	5.83731e-09	1.00478e-01
7.80080e-01	6.79843e-09	1.00477e-01
